Descriptions:,Unit:,Multiplier:,Currency:,Unique Identifier:,Series Name:
Electric power generation  (NAICS = 22111); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G22111.N,IP.G22111.N
"Hydroelectric, renewables, and other  (NAICS = 221111,4-8); s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G221111A4T8.S,IP.G221111A4T8.S
"Hydroelectric, renewables, and other  (NAICS = 221111,4-8); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G221111A4T8.N,IP.G221111A4T8.N
Hydroelectric power generation  (NAICS = 221111); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221111.S,IP.N221111.S
Hydroelectric power generation  (NAICS = 221111); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221111.N,IP.N221111.N
Renewables and other electric power generation  (NAICS = 221114-8); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221114T8.S,IP.N221114T8.S
Renewables and other electric power generation  (NAICS = 221114-8); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221114T8.N,IP.N221114T8.N
Fossil Fuel electric power generation  (NAICS = 221112); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221112.S,IP.N221112.S
Fossil Fuel electric power generation  (NAICS = 221112); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221112.N,IP.N221112.N
Nuclear electric power generation  (NAICS = 221113); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221113.S,IP.N221113.S
Nuclear electric power generation  (NAICS = 221113); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N221113.N,IP.N221113.N
"Electric power transmission, control, and distribution  (NAICS = 22112); s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G22112.S,IP.G22112.S
"Electric power transmission, control, and distribution  (NAICS = 22112); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G22112.N,IP.G22112.N
Commercial and other electricity sales  (NAICS = 22112pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N22112C.S,IP.N22112C.S
Commercial and other electricity sales  (NAICS = 22112pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N22112C.N,IP.N22112C.N
Industrial electricity sales  (NAICS = 22112pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N22112M.S,IP.N22112M.S
Industrial electricity sales  (NAICS = 22112pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N22112M.N,IP.N22112M.N
Residential electricity sales  (NAICS = 22112pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N22112R.S,IP.N22112R.S
Residential electricity sales  (NAICS = 22112pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N22112R.N,IP.N22112R.N
Natural gas distribution  (NAICS = 2212); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2212.S,IP.G2212.S
Natural gas distribution  (NAICS = 2212); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.G2212.N,IP.G2212.N
Commercial and other gas sales  (NAICS = 2212pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212C.S,IP.N2212C.S
Commercial and other gas sales  (NAICS = 2212pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212C.N,IP.N2212C.N
Industrial gas sales  (NAICS = 2212pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212M.S,IP.N2212M.S
Industrial gas sales  (NAICS = 2212pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212M.N,IP.N2212M.N
Residential gas sales  (NAICS = 2212pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212R.S,IP.N2212R.S
Residential gas sales  (NAICS = 2212pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212R.N,IP.N2212R.N
Gas transmission  (NAICS = 2212pt.); s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212T.S,IP.N2212T.S
Gas transmission  (NAICS = 2212pt.); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MINING_AND_UTILITY_DETAIL/IP.N2212T.N,IP.N2212T.N
Total index; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B50001.S,IP.B50001.S
Total index; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B50001.N,IP.B50001.N
Final products and nonindustrial supplies; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B50030.S,IP.B50030.S
Final products and nonindustrial supplies; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B50030.N,IP.B50030.N
Final products; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B50002.S,IP.B50002.S
Final products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B50002.N,IP.B50002.N
Consumer goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51000.S,IP.B51000.S
Consumer goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51000.N,IP.B51000.N
Durable consumer goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51100.S,IP.B51100.S
Durable consumer goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51100.N,IP.B51100.N
Automotive products; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51110.S,IP.B51110.S
Automotive products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51110.N,IP.B51110.N
"Autos and trucks, consumer; s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51111.S,IP.B51111.S
"Autos and trucks, consumer; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51111.N,IP.B51111.N
Auto parts and allied goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51112.S,IP.B51112.S
Auto parts and allied goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51112.N,IP.B51112.N
Other durable goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51120.S,IP.B51120.S
Other durable goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51120.N,IP.B51120.N
"Computers, video and audio equipment; s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51121.S,IP.B51121.S
"Computers, video and audio equipment; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51121.N,IP.B51121.N
"Appliances, furniture, and carpeting; s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51122.S,IP.B51122.S
"Appliances, furniture, and carpeting; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51122.N,IP.B51122.N
Household appliances; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B511221.S,IP.B511221.S
Household appliances; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B511221.N,IP.B511221.N
Carpeting and furniture; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B511222.S,IP.B511222.S
Carpeting and furniture; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B511222.N,IP.B511222.N
Miscellaneous durable goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51123.S,IP.B51123.S
Miscellaneous durable goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51123.N,IP.B51123.N
Nondurable consumer goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51200.S,IP.B51200.S
Nondurable consumer goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51200.N,IP.B51200.N
Nondurable nonenergy consumer goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51210.S,IP.B51210.S
Nondurable nonenergy consumer goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51210.N,IP.B51210.N
Foods and tobacco; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51211.S,IP.B51211.S
Foods and tobacco; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51211.N,IP.B51211.N
Clothing; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51212.S,IP.B51212.S
Clothing; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51212.N,IP.B51212.N
Chemical products; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51213.S,IP.B51213.S
Chemical products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51213.N,IP.B51213.N
Paper products; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51214.S,IP.B51214.S
Paper products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51214.N,IP.B51214.N
Miscellaneous nondurable goods; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51215.S,IP.B51215.S
Miscellaneous nondurable goods; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51215.N,IP.B51215.N
Consumer energy products; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51220.S,IP.B51220.S
Consumer energy products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51220.N,IP.B51220.N
Fuels; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51221.S,IP.B51221.S
Fuels; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51221.N,IP.B51221.N
Residential utilities; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51222.S,IP.B51222.S
Residential utilities; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B51222.N,IP.B51222.N
"Equipment, total; s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52000.S,IP.B52000.S
"Equipment, total; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52000.N,IP.B52000.N
Business equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52100.S,IP.B52100.S
Business equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52100.N,IP.B52100.N
Transit equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52110.S,IP.B52110.S
Transit equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52110.N,IP.B52110.N
Business vehicles; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G3361E.S,IP.G3361E.S
Business vehicles; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G3361E.N,IP.G3361E.N
Business light vehicles; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G33611E.S,IP.G33611E.S
Business light vehicles; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G33611E.N,IP.G33611E.N
"Automobile, business  (NAICS = 336111pt.); s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G336111B.S,IP.G336111B.S
"Automobile, business  (NAICS = 336111pt.); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G336111B.N,IP.G336111B.N
"Light trucks, business  (NAICS = 336112pt.); s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G336112B.S,IP.G336112B.S
"Light trucks, business  (NAICS = 336112pt.); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.G336112B.N,IP.G336112B.N
Information processing and related equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52120.S,IP.B52120.S
Information processing and related equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52120.N,IP.B52120.N
Industrial and other equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52130.S,IP.B52130.S
Industrial and other equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52130.N,IP.B52130.N
Industrial equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52131.S,IP.B52131.S
Industrial equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52131.N,IP.B52131.N
Other equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52132.S,IP.B52132.S
Other equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52132.N,IP.B52132.N
Oil and gas well drilling and manufactured homes; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52200.S,IP.B52200.S
Oil and gas well drilling and manufactured homes; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52200.N,IP.B52200.N
Defense and space equipment; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52300.S,IP.B52300.S
Defense and space equipment; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B52300.N,IP.B52300.N
Nonindustrial supplies; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54000.S,IP.B54000.S
Nonindustrial supplies; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54000.N,IP.B54000.N
Construction supplies; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54100.S,IP.B54100.S
Construction supplies; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54100.N,IP.B54100.N
Business supplies; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54200.S,IP.B54200.S
Business supplies; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54200.N,IP.B54200.N
Non-energy business supplies; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54210.S,IP.B54210.S
Non-energy business supplies; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54210.N,IP.B54210.N
Commercial energy products; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54220.S,IP.B54220.S
Commercial energy products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B54220.N,IP.B54220.N
Materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53000.S,IP.B53000.S
Materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53000.N,IP.B53000.N
Materials ex. energy materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.Z53010.S,IP.Z53010.S
Materials ex. energy materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.Z53010.N,IP.Z53010.N
Durable goods materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53100.S,IP.B53100.S
Durable goods materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53100.N,IP.B53100.N
Consumer parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53110.S,IP.B53110.S
Consumer parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53110.N,IP.B53110.N
Equipment parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53120.S,IP.B53120.S
Equipment parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53120.N,IP.B53120.N
Computer and other board assemblies and parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53121.S,IP.B53121.S
Computer and other board assemblies and parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53121.N,IP.B53121.N
"Semiconductors, printed circuit boards, and other; s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53122.S,IP.B53122.S
"Semiconductors, printed circuit boards, and other; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53122.N,IP.B53122.N
Other equipment parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53123.S,IP.B53123.S
Other equipment parts; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53123.N,IP.B53123.N
Other durable materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53130.S,IP.B53130.S
Other durable materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53130.N,IP.B53130.N
Basic metals; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53131.S,IP.B53131.S
Basic metals; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53131.N,IP.B53131.N
Miscellaneous durable materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53132.S,IP.B53132.S
Miscellaneous durable materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53132.N,IP.B53132.N
Nondurable goods materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53200.S,IP.B53200.S
Nondurable goods materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53200.N,IP.B53200.N
Textile materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53210.S,IP.B53210.S
Textile materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53210.N,IP.B53210.N
Paper materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53220.S,IP.B53220.S
Paper materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53220.N,IP.B53220.N
Chemical materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53230.S,IP.B53230.S
Chemical materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53230.N,IP.B53230.N
Other nondurable materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53240.S,IP.B53240.S
Other nondurable materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53240.N,IP.B53240.N
Containers; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53241.S,IP.B53241.S
Containers; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53241.N,IP.B53241.N
Miscellaneous nondurable materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53242.S,IP.B53242.S
Miscellaneous nondurable materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53242.N,IP.B53242.N
Energy materials; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53300.S,IP.B53300.S
Energy materials; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53300.N,IP.B53300.N
Primary energy; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53310.S,IP.B53310.S
Primary energy; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53310.N,IP.B53310.N
Converted fuel; s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53320.S,IP.B53320.S
Converted fuel; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_MARKET_GROUPS/IP.B53320.N,IP.B53320.N
Total index; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B50001.S,IP.B50001.S
Total index; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B50001.N,IP.B50001.N
"Energy, total; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B50089.S,IP.B50089.S
"Energy, total; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B50089.N,IP.B50089.N
Consumer energy products; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B51220.S,IP.B51220.S
Consumer energy products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B51220.N,IP.B51220.N
Commercial energy products; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B54220.S,IP.B54220.S
Commercial energy products; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B54220.N,IP.B54220.N
Drilling oil and gas wells  (NAICS = 213111); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.N213111.S,IP.N213111.S
Drilling oil and gas wells  (NAICS = 213111); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.N213111.N,IP.N213111.N
Converted fuel; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53320.S,IP.B53320.S
Converted fuel; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53320.N,IP.B53320.N
Primary energy; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53310.S,IP.B53310.S
Primary energy; n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.B53310.N,IP.B53310.N
"Non-energy, total; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5001E.S,IP.X5001E.S
"Non-energy, total; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5001E.N,IP.X5001E.N
"Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.HITEK2.S,IP.HITEK2.S
"Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.HITEK2.N,IP.HITEK2.N
Computer and peripheral equipment  (NAICS = 3341); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3341.S,IP.G3341.S
Computer and peripheral equipment  (NAICS = 3341); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3341.N,IP.G3341.N
Communications equipment  (NAICS = 3342); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3342.S,IP.G3342.S
Communications equipment  (NAICS = 3342); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3342.N,IP.G3342.N
Semiconductor and other electronic component  (NAICS = 3344); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3344.S,IP.G3344.S
Semiconductor and other electronic component  (NAICS = 3344); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3344.N,IP.G3344.N
"Non-energy ex. computers, communications eq., and semiconductors; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5EHTK.S,IP.X5EHTK.S
"Non-energy ex. computers, communications eq., and semiconductors; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X5EHTK.N,IP.X5EHTK.N
Motor vehicles and parts  (NAICS = 3361-3); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3361T3.S,IP.G3361T3.S
Motor vehicles and parts  (NAICS = 3361-3); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3361T3.N,IP.G3361T3.N
Motor vehicle  (NAICS = 3361); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3361.S,IP.G3361.S
Motor vehicle  (NAICS = 3361); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3361.N,IP.G3361.N
Motor vehicle parts  (NAICS = 3363); s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3363.S,IP.G3363.S
Motor vehicle parts  (NAICS = 3363); n.s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.G3363.N,IP.G3363.N
"Non-energy ex. motor vehicles & pts., computers, communications eq., and semiconductors; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X50EHV.S,IP.X50EHV.S
"Non-energy ex. motor vehicles & pts., computers, communications eq., and semiconductors; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X50EHV.N,IP.X50EHV.N
"Consumer goods ex. hi-tech, motor vehicles & pts., and energy; s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X51HVE.S,IP.X51HVE.S
"Consumer goods ex. hi-tech, motor vehicles & pts., and energy; n.s.a. IP",Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X51HVE.N,IP.X51HVE.N
Business equipment ex. hi-tech and motor vehicles and parts; s.a. IP,Index:_2012_100,1,NA,G17/IP_SPECIAL_AGGREGATES/IP.X52HTV.S,IP.X52HTV.S
