index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
WDU13910101                   ,WDU13910101                   ,"PPI Commodity data for Nonmetallic mineral products-Hydrated, masons, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,15.4,17.3,18.0,18.6,19.5,19.5,19.3,19.2,19.8,21.0,21.9,21.9,23.6,23.9,24.0,24.8,24.9,25.0,25.8,26.2,27.1,27.7,28.8,30.5,33.2,33.5,35.2,42.8,52.5,58.8,62.2,70.8,79.1,88.9,94.0,,103.2,105.8,106.6,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13910102                   ,WDU13910102                   ,"PPI Commodity data for Nonmetallic mineral products-Hydrated, finishing, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,17.2,19.0,19.9,20.8,21.8,21.8,22.5,22.9,23.4,24.4,25.7,25.9,26.8,26.9,27.0,27.9,28.3,28.4,29.1,29.3,29.9,30.3,31.3,32.6,34.6,36.1,37.3,44.5,53.9,58.7,63.7,71.0,77.7,87.9,95.7,100.0,102.0,103.4,106.3,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13920101                   ,WDU13920101                   ,"PPI Commodity data for Nonmetallic mineral products-Building batt, blankets, and rolls, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2007-M06,,,,,,,,,,,,,,,,,,,,,,30.8,32.7,31.1,31.6,32.9,33.2,34.1,35.1,33.1,29.9,31.0,31.7,31.4,31.7,29.7,29.7,28.2,28.3,27.4,27.8,28.1,29.6,32.1,34.4,36.7,38.2,38.0,43.4,55.0,59.7,,68.3,70.1,79.9,,100.0,102.3,104.1,99.9,98.0,91.7,,,,,,96.2,103.6,114.4,114.5,111.5,113.6,137.3,129.9,126.3,127.1,126.1,137.5,142.2,150.3,,,,,
WDU13920102                   ,WDU13920102                   ,"PPI Commodity data for Nonmetallic mineral products-Loose fiber and granulated fiber, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2007-M06,,,,,,,,,,,,,,,,,,,,,,27.1,28.2,28.2,28.4,28.9,29.5,30.0,30.1,30.1,30.0,29.8,29.8,29.8,29.8,29.8,28.9,29.0,29.1,28.9,29.7,30.0,33.2,35.7,38.1,,,,,,,,90.1,90.3,92.7,,,,98.7,94.3,90.7,91.9,92.7,90.5,85.3,89.5,93.6,96.6,96.3,95.9,90.7,,89.1,90.1,89.9,91.5,93.2,96.1,99.2,102.3,112.9,,,,,
WDU13920103                   ,WDU13920103                   ,"PPI Commodity data for Nonmetallic mineral products-Acoustical mineral wool, not seasonally adjusted, discontinued",Index base: 1982 = 100,1985-M09,2007-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8,91.1,88.9,89.1,91.0,93.0,99.1,103.4,109.8,,,,,
WDU13920104                   ,WDU13920104                   ,"PPI Commodity data for Nonmetallic mineral products-Other mineral wool for thermal insulation, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2007-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.3,103.1,104.1,106.2,,,,119.3,134.5,144.4,141.1,144.4,150.3,151.7,152.5,153.2,,,,,
WDU1393                       ,WDU1393                       ,"PPI Commodity data for Nonmetallic mineral products-Asbestos products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1996-M13,,,,,,,,,,,,,,,,,,,,,,16.9,19.3,20.1,21.1,22.0,22.3,23.6,24.6,25.7,27.6,29.1,30.2,31.2,32.6,33.4,33.4,33.4,33.5,34.2,34.7,35.6,,,,,,,,,,,,,,,,,,,121.1,125.4,129.2,124.6,122.5,123.6,118.8,119.6,112.6,110.3,110.3,,,,,,,,,,,,,,,
WDU139301                     ,WDU139301                     ,"PPI Commodity data for Nonmetallic mineral products-Asbestos products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.8,119.6,112.6,110.3,110.3,,,,,,,,,,,,,,,
WDU13930101                   ,WDU13930101                   ,"PPI Commodity data for Nonmetallic mineral products-Roofing shingles. . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1967-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13930102                   ,WDU13930102                   ,"PPI Commodity data for Nonmetallic mineral products-Siding shingles, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,16.8,19.1,19.8,20.7,21.6,22.0,23.2,24.3,25.5,27.5,28.9,30.1,31.1,32.6,33.4,33.4,33.4,33.4,34.0,34.6,35.6,36.7,38.5,41.4,43.0,43.7,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13930111                   ,WDU13930111                   ,"PPI Commodity data for Nonmetallic mineral products-Asbestos friction material, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1996-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.3,100.4,101.3,102.0,102.5,102.4,102.4,101.6,95.2,93.2,93.2,,,,,,,,,,,,,,,
WDU13930199                   ,WDU13930199                   ,"PPI Commodity data for Nonmetallic mineral products-Miscellaneous asbestos products, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1986-M03,1988-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,106.9,,,,,,,,,,,,,,,,,,,,,,,,
WDU13940101                   ,WDU13940101                   ,"PPI Commodity data for Nonmetallic mineral products-Paving asphalt, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.2,13.0,12.7,12.9,12.9,13.3,16.2,16.3,16.2,33.9,39.1,40.5,42.3,48.4,59.6,80.2,100.0,100.0,100.4,105.8,110.4,93.1,84.2,85.2,79.8,80.6,87.1,80.4,86.1,88.8,92.4,93.5,99.1,95.9,92.9,111.1,110.9,111.2,116.1,,,,,,,,
WDU13940111                   ,WDU13940111                   ,"PPI Commodity data for Nonmetallic mineral products-Bituminous/asphaltic concrete mixtures and blocks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1964-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,28.9,29.3,29.7,30.3,30.9,31.7,33.8,34.9,36.7,48.2,55.4,56.6,59.8,64.3,72.5,91.6,100.3,100.0,102.1,106.9,113.2,110.9,109.2,111.6,110.8,110.9,111.7,109.9,110.3,111.0,113.3,115.4,121.1,121.6,123.7,141.2,147.7,149.8,157.1,,,,,,,,
WDU13940112                   ,WDU13940112                   ,"PPI Commodity data for Nonmetallic mineral products-Other paving mixtures and blocks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1989-M03,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,77.6,79.5,75.7,76.6,,,76.4,75.4,76.7,77.9,82.8,84.5,86.6,88.5,,,,,,,,
WDU13950131                   ,WDU13950131                   ,"PPI Commodity data for Nonmetallic mineral products-Dressed dimension and cut marble, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1985-M03,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,121.2,132.3,143.7,148.0,148.1,148.7,150.9,150.9,155.8,157.2,159.0,153.6,146.6,149.5,149.1,153.4,155.1,156.9,158.7,,,,,,,
WDU13950141                   ,WDU13950141                   ,"PPI Commodity data for Nonmetallic mineral products-Other cut stone products, incl. slate, sandstone, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1986-M08,2004-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,,,,,,,135.2,142.4,143.6,144.6,145.7,146.4,146.7,147.3,139.7,138.9,140.0,,,,,,,
WDU13980101                   ,WDU13980101                   ,"PPI Commodity data for Nonmetallic mineral products-Gaskets and gasketing material, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.9,102.6,106.2,111.2,115.9,,,,,,,,,,,,,,,,,,,,,
WDU13980201                   ,WDU13980201                   ,"PPI Commodity data for Nonmetallic mineral products-Packing and sealing, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,1990-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,102.3,104.5,107.1,110.6,,,,,,,,,,,,,,,,,,,,,
WDU13980213                   ,WDU13980213                   ,"PPI Commodity data for Nonmetallic mineral products-Axial mechanical face seals, not seasonally adjusted, discontinued",Index base: 1990.12 = 100,1990-M12,2012-M10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,103.8,108.0,112.8,117.8,121.8,123.8,127.3,129.3,128.9,131.5,134.1,136.2,138.1,140.2,141.1,149.4,150.0,157.4,159.7,169.0
WDU13990202                   ,WDU13990202                   ,"PPI Commodity data for Nonmetallic mineral products-Prepared bentonite, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,1990-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,98.9,97.7,96.5,96.0,,,,,,,,,,,,,,,,,,,,,,
WDU13990203                   ,WDU13990203                   ,"PPI Commodity data for Nonmetallic mineral products-Crude fire clay, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2,110.1,,,,,,,,,,,,,,,,,,,,,,,,,
WDU13990205                   ,WDU13990205                   ,"PPI Commodity data for Nonmetallic mineral products-Fuller's earth, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,1990-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,107.6,109.1,111.8,115.4,,,,,,,,,,,,,,,,,,,,,,
WDU13990206                   ,WDU13990206                   ,"PPI Commodity data for Nonmetallic mineral products-Feldspar, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,1990-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,104.6,106.8,110.2,114.3,,,,,,,,,,,,,,,,,,,,,,
WDU13990207                   ,WDU13990207                   ,"PPI Commodity data for Nonmetallic mineral products-Common clay and shale, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,1990-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1,111.6,107.8,112.0,114.9,,,,,,,,,,,,,,,,,,,,,,
WDU13990208                   ,WDU13990208                   ,"PPI Commodity data for Nonmetallic mineral products-Other clay and related materials, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M08,1990-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,104.0,107.3,108.2,110.7,,,,,,,,,,,,,,,,,,,,,,
WDU13990301                   ,WDU13990301                   ,"PPI Commodity data for Nonmetallic mineral products-Mica products, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1986-M07,1988-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,,,,,,,,,,,,,,,,,,,,,,,,
WDU13990302                   ,WDU13990302                   ,"PPI Commodity data for Nonmetallic mineral products-Statuary and art goods (factory made), not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2000-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,101.5,105.8,109.9,113.6,117.7,121.6,122.7,125.4,131.3,135.7,138.4,140.2,142.7,147.9,,,,,,,,,,,
WDU13990303                   ,WDU13990303                   ,"PPI Commodity data for Nonmetallic mineral products-Mica products and stationary art goods, not seasonally adjusted, discontinued",Index base: 2000.12 = 100,2000-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,96.5,97.2,,,,,,,,
WDU13990399                   ,WDU13990399                   ,"PPI Commodity data for Nonmetallic mineral products-Nonmetallic mineral products, n.e.c., not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,98.3,99.4,102.4,100.6,100.5,99.6,99.9,100.4,107.8,113.9,112.3,110.1,110.4,110.5,114.1,116.8,120.5,,,,,,,,
