index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
WDU1561                       ,WDU1561                       ,"PPI Commodity data for Miscellaneous products-Personal aid equipment, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,93.2,97.1,100.0,101.9,107.4,107.3,109.2,109.7,111.2,111.8,113.9,117.1,120.2,122.3,130.1,133.7,139.3,140.3,143.4,147.4,150.3,155.2,161.4,162.3,165.5,167.6,172.1,175.1,178.8,,,,,,,,,,
WDU156101                     ,WDU156101                     ,"PPI Commodity data for Miscellaneous products-Electronic hearing aids, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.4,93.2,97.1,100.0,101.9,107.4,107.3,109.2,109.7,111.2,111.8,113.9,117.1,120.2,122.3,130.1,133.7,139.3,140.3,143.4,147.4,150.3,155.2,161.4,162.3,165.5,167.6,172.1,175.1,178.8,,,,,,,,,,
WDU15610101                   ,WDU15610101                   ,"PPI Commodity data for Miscellaneous products-Eye-glass type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,91.2,97.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15610103                   ,WDU15610103                   ,"PPI Commodity data for Miscellaneous products-Behind-the-ear type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,93.7,96.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15610105                   ,WDU15610105                   ,"PPI Commodity data for Miscellaneous products-In-the-ear type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.2,92.9,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15610107                   ,WDU15610107                   ,"PPI Commodity data for Miscellaneous products-Electronic hearing aids, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.0,120.0,127.7,131.2,136.7,137.7,140.8,144.6,147.5,152.3,158.5,159.3,162.4,164.5,168.9,171.8,175.5,,,,,,,,,,
WDU15620101                   ,WDU15620101                   ,"PPI Commodity data for Miscellaneous products-Medical instruments and apparatus, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,2005-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.7,106.7,105.5,105.7,107.3,108.5,112.3,115.0,116.8,119.5,121.5,122.5,123.7,125.2,123.3,122.0,121.4,120.9,122.3,124.3,127.9,129.3,,,,,,,,,,,,,,
WDU15620102                   ,WDU15620102                   ,"PPI Commodity data for Miscellaneous products-Hospital furniture, excluding beds and chairs, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1985-M01,1989-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.8,118.8,125.3,135.4,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15630101                   ,WDU15630101                   ,"PPI Commodity data for Miscellaneous products-Surgical dressings, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,100.5,101.3,100.3,96.7,98.0,99.9,100.7,103.3,105.2,106.6,106.9,108.5,108.7,109.1,109.2,109.3,109.0,108.7,108.7,,,,,,,,,,,,,,,
WDU15630103                   ,WDU15630103                   ,"PPI Commodity data for Miscellaneous products-Surgical & medical instruments and equipment, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,113.4,118.9,133.9,137.8,143.4,151.1,157.2,162.2,169.5,175.3,174.0,176.4,178.8,180.9,184.3,189.0,193.1,197.7,202.9,,,,,,,,,,,,,,,
WDU15640101                   ,WDU15640101                   ,"PPI Commodity data for Miscellaneous products-Ophthalmic fronts and temples, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.9,120.6,126.9,130.4,132.7,137.3,143.0,143.9,154.0,159.2,160.4,160.6,157.7,,,,,,,,,,,,,,,,,,,,,,
WDU15640102                   ,WDU15640102                   ,"PPI Commodity data for Miscellaneous products-Glass ophthalmic focus lenses, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.8,96.3,97.7,98.0,95.1,98.3,98.7,100.8,104.6,110.4,115.6,119.0,120.2,,,,,,,,,,,,,,,,,,,,,,
WDU15640103                   ,WDU15640103                   ,"PPI Commodity data for Miscellaneous products-Plastic ophthalmic focus lenses, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,97.1,97.1,97.9,98.4,100.4,101.9,101.0,101.7,101.6,102.6,104.4,102.7,103.0,103.6,104.0,104.1,103.7,103.5,103.3,103.0,103.6,109.4,108.7,107.7,108.7,110.1,111.1,,,,,,,
WDU15640104                   ,WDU15640104                   ,"PPI Commodity data for Miscellaneous products-Contact lenses, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,94.6,91.9,91.5,92.5,94.2,92.9,96.1,97.1,96.8,97.2,101.4,98.5,96.8,96.5,96.2,97.1,98.4,99.9,101.0,101.6,102.4,105.2,105.7,108.0,109.2,110.9,115.7,,,,,,,
WDU15640105                   ,WDU15640105                   ,"PPI Commodity data for Miscellaneous products-Other ophthalmic goods, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1985-M02,2007-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,107.1,110.2,113.4,114.1,113.1,113.0,113.0,110.3,108.0,109.0,110.0,109.4,108.8,103.0,101.3,101.3,101.3,102.7,103.9,104.3,,,,,,,,,,,,
WDU15640106                   ,WDU15640106                   ,"PPI Commodity data for Miscellaneous products-Other ophthalmic goods, not seasonally adjusted, discontinued",Index base: 2007.06 = 100,2007-M06,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,102.6,106.1,107.3,,,,,,,
WDU15650101                   ,WDU15650101                   ,"PPI Commodity data for Miscellaneous products-Dental casting metals, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,123.5,117.5,108.7,104.7,94.2,91.3,97.5,104.1,105.9,102.9,,,,,,,,,,,,,,,,,,,,,,
WDU15650102                   ,WDU15650102                   ,"PPI Commodity data for Miscellaneous products-Denture materials, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1986-M03,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,107.2,118.6,134.0,141.8,145.1,156.6,167.4,184.2,188.9,194.7,,,,,,,,,,,,,,,,,,,,,,
WDU15650103                   ,WDU15650103                   ,"PPI Commodity data for Miscellaneous products-Dental professional and laboratory equipment, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,108.4,110.9,114.6,121.1,124.6,129.6,132.3,131.4,134.0,137.6,,,,,,,,,,,,,,,,,,,,,,
WDU15650104                   ,WDU15650104                   ,"PPI Commodity data for Miscellaneous products-Dental supplies, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,106.9,111.9,113.9,120.7,127.2,135.8,140.6,144.3,146.3,152.9,157.7,161.0,170.1,169.9,176.2,177.1,183.3,183.5,174.6,,,,,,,,,,,,,
WDU15650105                   ,WDU15650105                   ,"PPI Commodity data for Miscellaneous products-Dental laboratory equipment and supplies, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1,119.4,134.4,140.1,138.8,141.2,147.5,174.3,,,,,,,,,,,,,
WDU15650106                   ,WDU15650106                   ,"PPI Commodity data for Miscellaneous products-Dental professional equip., inc. dental chairs, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,103.7,105.1,107.5,111.0,119.0,122.3,126.4,,,,,,,,,,,,,
WDU157101                     ,WDU157101                     ,"PPI Commodity data for Miscellaneous products-Respiratory protection equipment, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2004-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.3,84.3,92.4,100.0,,106.5,116.0,122.0,125.5,133.6,141.6,148.8,156.2,159.7,160.4,166.1,168.5,173.5,178.2,181.2,184.0,187.9,198.0,208.4,211.4,,,,,,,,,,,,,,,
WDU15710101                   ,WDU15710101                   ,"PPI Commodity data for Miscellaneous products-Respirator, air purifier type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7,86.4,93.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710103                   ,WDU15710103                   ,"PPI Commodity data for Miscellaneous products-Respirator, supplied air type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,84.5,93.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710105                   ,WDU15710105                   ,"PPI Commodity data for Miscellaneous products-Self-contained breathing apparatus, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.2,79.7,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710107                   ,WDU15710107                   ,"PPI Commodity data for Miscellaneous products-Respiratory protection equipment, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1983-M11,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.2,112.4,118.2,121.6,129.5,137.3,144.1,151.3,154.8,155.4,161.0,163.3,168.1,172.7,175.6,178.3,182.1,191.8,202.0,204.8,,,,,,,,,,,,,,,
WDU157102                     ,WDU157102                     ,"PPI Commodity data for Miscellaneous products-Eye and face protective equipment, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3,88.5,93.8,100.0,104.6,109.1,113.0,121.5,125.7,137.5,149.3,157.7,158.3,159.8,162.6,174.6,179.4,181.5,,,,,,,,,,,,,,,,,,,,,,
WDU15710201                   ,WDU15710201                   ,"PPI Commodity data for Miscellaneous products-Safety glasses, clear, less sideshields pair, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4,90.2,94.4,100.0,103.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710202                   ,WDU15710202                   ,"PPI Commodity data for Miscellaneous products-Goggles, industrial safety, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,92.6,98.6,100.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710203                   ,WDU15710203                   ,"PPI Commodity data for Miscellaneous products-Face shield, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.3,86.9,93.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710204                   ,WDU15710204                   ,"PPI Commodity data for Miscellaneous products-Welder's helmet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.6,83.0,90.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710205                   ,WDU15710205                   ,"PPI Commodity data for Miscellaneous products-Emergency eye wash and shower, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,93.3,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710206                   ,WDU15710206                   ,"PPI Commodity data for Miscellaneous products-Industrial safety glasses and goggles, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,108.8,119.2,123.7,132.8,140.5,147.6,148.1,149.5,152.1,163.3,167.8,169.8,,,,,,,,,,,,,,,,,,,,,,
WDU157103                     ,WDU157103                     ,"PPI Commodity data for Miscellaneous products-Hearing protective equipment, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.2,89.5,94.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710301                   ,WDU15710301                   ,"PPI Commodity data for Miscellaneous products-Hearing protector, ear muff type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.1,92.0,95.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710303                   ,WDU15710303                   ,"PPI Commodity data for Miscellaneous products-Hearing protector, plug type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.3,86.9,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU157104                     ,WDU157104                     ,"PPI Commodity data for Miscellaneous products-Guards, mechanical power press, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.8,93.3,96.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710401                   ,WDU15710401                   ,"PPI Commodity data for Miscellaneous products-Brake monitor, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1981-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710402                   ,WDU15710402                   ,"PPI Commodity data for Miscellaneous products-Brake performance tester, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1981-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.3,90.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710403                   ,WDU15710403                   ,"PPI Commodity data for Miscellaneous products-Light curtains, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.4,106.4,104.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710404                   ,WDU15710404                   ,"PPI Commodity data for Miscellaneous products-Vertical moving gate, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7,79.3,89.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710406                   ,WDU15710406                   ,"PPI Commodity data for Miscellaneous products-Pull-back type, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1981-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.4,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710407                   ,WDU15710407                   ,"PPI Commodity data for Miscellaneous products-Barrier guard, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.1,95.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710411                   ,WDU15710411                   ,"PPI Commodity data for Miscellaneous products-Miscellaneous types, power press guards each, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.6,87.1,94.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU157105                     ,WDU157105                     ,"PPI Commodity data for Miscellaneous products-Protective clothing except shoes, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.4,92.7,99.7,100.0,,,,121.3,,,,,,,,,,211.0,218.2,218.9,223.8,229.3,231.4,235.8,246.7,,,,,,,,,,,,,,,
WDU15710501                   ,WDU15710501                   ,"PPI Commodity data for Miscellaneous products-Safety cap or hat, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.5,91.3,97.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710503                   ,WDU15710503                   ,"PPI Commodity data for Miscellaneous products-Welder's gloves, leather, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1983-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,93.8,102.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710505                   ,WDU15710505                   ,"PPI Commodity data for Miscellaneous products-Protective clothing except shoes, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1984-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,120.4,,,,,,,,,,209.4,216.5,217.2,222.1,227.6,229.6,234.0,244.9,,,,,,,,,,,,,,,
WDU157106                     ,WDU157106                     ,"PPI Commodity data for Miscellaneous products-First aid kits, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,89.5,98.2,100.0,103.0,106.9,112.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710601                   ,WDU15710601                   ,"PPI Commodity data for Miscellaneous products-First aid kit, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.4,89.5,98.0,100.0,103.0,106.9,112.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU157107                     ,WDU157107                     ,"PPI Commodity data for Miscellaneous products-Alarms, electronic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,93.4,95.2,100.0,100.8,100.9,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU15710701                   ,WDU15710701                   ,"PPI Commodity data for Miscellaneous products-Back-up alarm, electronic, automatic, not seasonally adjusted, discontinued",Index base: 1982 = 100,1978-M06,1985-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.1,93.4,95.2,100.0,100.8,100.9,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU157109                     ,WDU157109                     ,"PPI Commodity data for Miscellaneous products-Other industrial safety devices, not seasonally adjusted, discontinued",Index base: 1989.06 = 100,1989-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,106.5,110.5,113.0,114.2,116.1,112.6,111.9,118.1,120.1,122.3,123.2,123.6,123.6,,,,,,,,,,,,,,,
WDU15710901                   ,WDU15710901                   ,"PPI Commodity data for Miscellaneous products-Personal industrial safety devices, not seasonally adjusted, discontinued",Index base: 1989.06 = 100,1989-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,106.5,110.5,113.0,114.2,116.1,112.6,111.9,118.1,120.1,122.3,123.2,123.6,123.6,,,,,,,,,,,,,,,
WDU158                        ,WDU158                        ,"PPI Commodity data for Miscellaneous products-Mining services, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,87.3,90.6,90.9,95.5,98.6,95.1,100.0,102.9,106.1,107.6,118.9,123.5,114.9,120.9,143.0,132.8,131.9,140.9,182.0,234.8,232.6,238.4,,,,,,,,,,
WDU1581                       ,WDU1581                       ,"PPI Commodity data for Miscellaneous products-Mining services, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,87.3,90.6,90.9,95.5,98.6,95.1,100.0,102.9,106.1,107.6,118.9,123.5,114.9,120.9,143.0,132.8,131.9,140.9,182.0,234.8,232.6,238.4,,,,,,,,,,
WDU158101                     ,WDU158101                     ,"PPI Commodity data for Miscellaneous products-Metal mining services, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.6,102.7,107.6,108.9,109.0,109.1,111.6,111.6,111.6,112.8,117.7,123.3,121.2,110.0,118.9,117.1,117.3,118.2,131.8,137.2,140.0,149.7,,,,,,,,,,
WDU15810101                   ,WDU15810101                   ,"PPI Commodity data for Miscellaneous products-Metal mining services, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.1,111.6,111.6,111.6,112.8,117.7,123.3,121.2,110.0,118.9,117.1,117.3,118.2,131.8,137.2,140.0,149.7,,,,,,,,,,
WDU158103                     ,WDU158103                     ,"PPI Commodity data for Miscellaneous products-Support activities for coal mining, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,100.3,101.7,103.3,107.0,105.8,103.1,105.3,104.8,105.7,109.5,108.4,108.4,108.0,108.7,117.6,119.2,125.8,143.4,159.3,163.9,168.0,179.1,,,,,,,,,,
WDU15810301                   ,WDU15810301                   ,"PPI Commodity data for Miscellaneous products-Support activities for coal mining, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1991-M07,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.1,105.3,104.8,105.7,109.5,108.4,108.4,108.0,108.7,117.6,119.2,125.8,143.4,159.3,163.9,168.0,179.1,,,,,,,,,,
WDU158104                     ,WDU158104                     ,"PPI Commodity data for Miscellaneous products-Drilling oil and gas wells services, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.2,85.1,88.5,87.2,91.1,93.9,89.3,100.3,102.9,103.8,114.7,143.3,154.1,132.7,138.2,175.7,153.2,153.0,168.2,262.6,383.5,364.4,375.1,,,,,,,,,,
WDU15810401                   ,WDU15810401                   ,"PPI Commodity data for Miscellaneous products-Drilling oil and gas wells, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1991-M07,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.3,100.3,102.9,103.8,114.7,143.3,154.1,132.7,138.2,175.7,153.2,153.0,168.2,262.6,383.5,364.4,375.1,,,,,,,,,,
