index,Index,Label,unit,start,last,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
WDU05710502                   ,WDU05710502                   ,"PPI Commodity data for Fuels and related products and power-Sales to jobbers, retailers and other resellers, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.9,114.8,108.3,104.5,109.1,120.3,122.5,92.3,111.1,159.3,153.2,,,,,,,,,
WDU05710503                   ,WDU05710503                   ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1987-M12,2002-M04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.3,115.9,109.3,103.7,107.9,127.0,127.9,98.8,117.5,174.5,161.7,,,,,,,,,
WDU05720101                   ,WDU05720101                   ,"PPI Commodity data for Fuels and related products and power-New York, kerosene or no. 1, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,68.1,90.3,79.3,82.3,88.8,91.6,92.7,91.3,94.7,98.4,102.1,90.4,92.4,92.0,98.6,93.9,92.3,87.3,89.0,93.6,100.0,102.1,100.6,107.0,115.8,115.1,129.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05720102                   ,WDU05720102                   ,"PPI Commodity data for Fuels and related products and power-Gulf Coast, kerosene, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,64.7,86.0,73.2,78.0,81.7,86.0,86.3,86.6,86.0,90.2,93.3,84.6,88.1,86.8,92.1,90.0,89.5,82.0,87.6,90.8,100.0,98.9,93.6,93.0,96.8,99.7,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05720103                   ,WDU05720103                   ,"PPI Commodity data for Fuels and related products and power-Tulsa, kerosene, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,65.0,88.4,76.2,80.1,84.7,82.2,80.9,84.6,87.7,93.7,95.5,91.2,94.5,92.3,93.7,93.9,98.6,87.2,94.4,96.2,100.0,102.2,104.3,105.1,109.0,108.6,125.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05720105                   ,WDU05720105                   ,"PPI Commodity data for Fuels and related products and power-Chicago, range or no. 1, not seasonally adjusted, discontinued",Index base: 1967 = 100,1961-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,100.8,99.2,91.5,97.1,98.6,100.0,103.5,105.7,112.2,114.6,114.2,143.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05720106                   ,WDU05720106                   ,"PPI Commodity data for Fuels and related products and power-Los Angeles, ps100, stove, not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,103.3,111.7,114.8,115.3,111.9,137.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05720303                   ,WDU05720303                   ,"PPI Commodity data for Fuels and related products and power-Naphtha-type, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,1990-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.1,62.1,64.4,,,,,,,,,,,,,,,,,,,,,
WDU05730101                   ,WDU05730101                   ,"PPI Commodity data for Fuels and related products and power-New York,no. 2. . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,65.5,90.2,78.1,79.8,87.8,91.0,92.1,91.5,97.4,103.0,106.6,94.3,96.6,91.4,98.5,92.0,91.7,86.1,89.5,93.6,100.0,102.4,100.7,107.8,117.5,116.7,134.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05730102                   ,WDU05730102                   ,"PPI Commodity data for Fuels and related products and power-Gulf Coast,no. 2. . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,61.5,84.4,71.3,74.6,81.8,84.5,86.0,87.7,90.7,93.3,100.8,89.7,92.2,86.8,92.5,89.1,89.4,82.7,89.1,91.0,100.0,99.3,97.6,99.7,103.8,106.8,216.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05730103                   ,WDU05730103                   ,"PPI Commodity data for Fuels and related products and power-Tulsa,no. 2 or diesel fuel. . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,69.5,98.7,75.8,84.8,90.0,85.8,84.3,90.3,92.8,98.8,101.6,95.5,99.1,94.4,96.2,98.7,100.3,86.5,93.4,95.5,100.0,101.4,103.8,105.3,103.5,101.9,128.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05730104                   ,WDU05730104                   ,"PPI Commodity data for Fuels and related products and power-Los Angeles,ps200,diesel fuel . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,69.3,92.8,94.8,88.7,93.5,95.0,114.0,106.7,102.1,104.6,114.7,115.1,99.2,89.1,89.1,92.3,95.0,95.0,97.3,92.3,100.0,106.0,112.3,115.4,117.7,119.8,144.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05730105                   ,WDU05730105                   ,"PPI Commodity data for Fuels and related products and power-Chicago,no. 2 . . . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1961-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,100.8,99.1,90.7,96.8,98.4,100.0,103.7,106.2,113.1,115.7,115.5,144.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05730301                   ,WDU05730301                   ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M02,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,27.7,31.2,34.1,38.5,39.7,57.1,85.8,105.0,100.0,87.9,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057304                     ,WDU057304                     ,"PPI Commodity data for Fuels and related products and power-Other light fuel oils, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,69.3,62.4,74.1,91.7,80.6,78.2,76.4,73.0,71.9,84.3,79.8,62.2,70.7,113.6,107.6,,,,,,,,,
WDU05730401                   ,WDU05730401                   ,"PPI Commodity data for Fuels and related products and power-Other light fuel oils, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5,69.3,62.4,74.1,91.7,80.6,78.2,76.4,73.0,71.9,84.3,79.8,62.2,70.7,113.6,107.6,,,,,,,,,
WDU05740101                   ,WDU05740101                   ,"PPI Commodity data for Fuels and related products and power-New York, bunker C, domestic, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,98.8,131.8,83.7,92.3,103.0,102.3,95.8,99.2,109.9,121.9,137.7,114.6,104.9,108.0,111.9,107.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,125.4,164.1,152.8,169.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740102                   ,WDU05740102                   ,"PPI Commodity data for Fuels and related products and power-Gulf Coast, bunker C, ordinary, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,89.7,128.7,75.9,89.2,92.8,86.9,90.3,98.2,106.3,113.0,141.0,117.9,106.1,115.0,118.1,108.8,107.9,106.6,106.2,106.2,100.0,85.2,77.5,129.0,144.5,108.6,182.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740103                   ,WDU05740103                   ,"PPI Commodity data for Fuels and related products and power-Tulsa no.6, ordinary, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,122.6,148.0,60.0,105.6,117.4,79.3,70.8,83.3,112.4,137.0,146.2,90.6,112.1,115.0,107.0,107.1,106.5,102.0,124.7,110.2,100.0,95.2,100.3,153.4,161.2,159.8,187.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740104                   ,WDU05740104                   ,"PPI Commodity data for Fuels and related products and power-San Pedro, bunker C, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,83.9,116.6,89.4,76.3,94.2,94.2,98.8,99.7,101.2,117.3,153.0,132.3,103.9,116.3,121.8,121.4,112.8,108.9,119.1,112.3,100.0,90.0,86.4,125.0,200.1,200.7,251.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740105                   ,WDU05740105                   ,"PPI Commodity data for Fuels and related products and power-Chicago, no. 6, 1 pct. max. sulfur, not seasonally adjusted, discontinued",Index base: 1967 = 100,1961-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,107.8,108.4,103.4,99.3,99.2,100.0,104.5,104.2,121.2,144.4,145.5,175.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057402                     ,WDU057402                     ,"PPI Commodity data for Fuels and related products and power-Cargo shipments to resellers, not seasonally adjusted, discontinued",Index base: 1973.02 = 100,1975-M01,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8,282.0,327.0,310.4,439.9,594.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740201                   ,WDU05740201                   ,"PPI Commodity data for Fuels and related products and power-Cargo shipments to resellers, not seasonally adjusted, discontinued",Index base: 1973.02 = 100,1973-M02,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9,296.8,282.0,327.0,310.4,430.3,594.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740301                   ,WDU05740301                   ,"PPI Commodity data for Fuels and related products and power-Steam electric utilities, not seasonally adjusted, discontinued",Index base: 1975.07 = 100,1976-M01,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.9,107.0,102.1,136.1,197.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057404                     ,WDU057404                     ,"PPI Commodity data for Fuels and related products and power-Residual fuels, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740401                   ,WDU05740401                   ,"PPI Commodity data for Fuels and related products and power-Containing 0.3% or less sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057405                     ,WDU057405                     ,"PPI Commodity data for Fuels and related products and power-Containing 0.31 to 1.0% sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,100.0,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740501                   ,WDU05740501                   ,"PPI Commodity data for Fuels and related products and power-Containing 0.31 to 1.0% sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,100.0,87.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057406                     ,WDU057406                     ,"PPI Commodity data for Fuels and related products and power-Containing more than 1% sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,100.0,99.3,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740601                   ,WDU05740601                   ,"PPI Commodity data for Fuels and related products and power-Containing more than 1% sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,100.0,99.3,105.7,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05740701                   ,WDU05740701                   ,"PPI Commodity data for Fuels and related products and power-Containing < 1% sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2001-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5,100.0,87.1,,75.8,44.2,50.7,41.9,43.9,54.4,49.1,46.4,56.9,57.8,60.9,70.5,66.1,49.3,,,,,,,,,,,,
WDU05740702                   ,WDU05740702                   ,"PPI Commodity data for Fuels and related products and power-Containing > 1% sulfur, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,100.0,99.3,105.7,93.7,45.2,54.4,41.5,54.0,64.0,57.8,52.0,56.2,59.3,66.1,67.9,71.5,51.0,60.6,95.9,79.5,,,,,,,,,
WDU057408                     ,WDU057408                     ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,72.3,55.4,62.3,76.0,61.9,58.7,60.6,54.8,59.8,71.4,71.8,53.0,,,,,,,,,,,,
WDU05740801                   ,WDU05740801                   ,"PPI Commodity data for Fuels and related products and power-Sales to end users, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,72.3,55.4,62.3,76.0,61.9,58.7,60.6,54.8,59.8,71.4,71.8,53.0,,,,,,,,,,,,
WDU0575                       ,WDU0575                       ,"PPI Commodity data for Fuels and related products and power-Lubricating oil materials, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,11.9,12.7,7.5,8.3,11.0,10.6,9.0,7.6,7.8,9.4,10.5,9.8,9.7,10.7,11.0,11.2,11.3,11.3,11.3,11.4,11.4,11.4,11.4,11.4,11.5,11.5,12.5,27.2,30.4,30.2,34.7,39.8,54.5,86.2,99.6,100.0,89.8,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057501                     ,WDU057501                     ,"PPI Commodity data for Fuels and related products and power-Lubricating oil base stocks, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,30.2,34.7,39.8,54.5,86.2,99.6,100.0,89.8,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750101                   ,WDU05750101                   ,"PPI Commodity data for Fuels and related products and power-Neutral, West Pennsylvania, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,126.6,120.8,61.6,71.0,93.3,93.3,83.3,60.8,60.0,75.6,83.2,74.4,75.5,90.8,93.3,93.3,93.3,93.3,93.3,96.7,100.0,100.0,100.0,100.0,100.0,100.0,107.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750102                   ,WDU05750102                   ,"PPI Commodity data for Fuels and related products and power-Bright stock, West Pennsylvania, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,136.6,142.3,67.0,76.6,107.0,107.0,81.8,54.5,62.6,90.1,96.3,85.0,79.4,85.9,94.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,111.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750103                   ,WDU05750103                   ,"PPI Commodity data for Fuels and related products and power-Cylinder stock, West Pennsylvania, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,140.8,155.8,64.5,71.2,113.6,113.6,81.6,49.3,53.1,85.2,92.2,71.6,70.1,83.0,92.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,119.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750104                   ,WDU05750104                   ,"PPI Commodity data for Fuels and related products and power-Neutral, Tulsa, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,86.0,95.9,58.7,64.6,83.5,72.3,64.4,64.4,65.5,81.5,88.0,82.6,83.3,93.7,95.9,96.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750105                   ,WDU05750105                   ,"PPI Commodity data for Fuels and related products and power-Bright stock, Tulsa, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,116.9,129.6,76.1,85.1,117.2,109.7,83.6,73.7,74.7,87.9,93.9,87.1,87.0,95.1,96.3,96.6,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,114.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750106                   ,WDU05750106                   ,"PPI Commodity data for Fuels and related products and power-Industrial oil, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,107.3,129.9,84.2,92.4,130.8,122.3,93.0,80.1,81.0,90.5,96.0,88.1,86.8,94.2,96.1,96.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,103.6,104.3,112.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750107                   ,WDU05750107                   ,"PPI Commodity data for Fuels and related products and power-Pale, South Texas, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1973-M13,,,,,,,,,,,,,,,,,,,,,,59.3,64.9,59.4,62.2,70.4,70.4,70.1,72.8,74.4,76.1,90.9,91.9,92.4,98.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750111                   ,WDU05750111                   ,"PPI Commodity data for Fuels and related products and power-Bright stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.5,31.8,33.0,37.7,44.4,56.2,89.2,102.1,100.0,91.6,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750112                   ,WDU05750112                   ,"PPI Commodity data for Fuels and related products and power-Neutral stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,30.6,31.0,36.1,41.9,54.0,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05750113                   ,WDU05750113                   ,"PPI Commodity data for Fuels and related products and power-Pale oil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.9,29.2,33.1,37.7,54.5,88.5,,100.0,89.1,89.4,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057601                     ,WDU057601                     ,"PPI Commodity data for Fuels and related products and power-Automotive oil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,50.6,54.5,58.8,69.3,,97.6,100.0,101.0,108.1,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760101                   ,WDU05760101                   ,"PPI Commodity data for Fuels and related products and power-Automotive motor oil, retail, not seasonally adjusted, discontinued",Index base: 1982 = 100,1965-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,32.4,33.9,34.9,36.2,37.0,39.1,39.7,41.6,49.1,52.2,51.9,56.1,60.8,68.6,86.6,95.4,100.0,100.6,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760103                   ,WDU05760103                   ,"PPI Commodity data for Fuels and related products and power-Automotive motor oil, commercial, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,100.0,98.6,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760104                   ,WDU05760104                   ,"PPI Commodity data for Fuels and related products and power-Other automotive oil, commercial, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1984-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.2,100.0,96.6,98.9,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760106                   ,WDU05760106                   ,"PPI Commodity data for Fuels and related products and power-Industrial oils, not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1973-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.7,172.1,165.2,179.5,194.1,238.1,311.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760111                   ,WDU05760111                   ,"PPI Commodity data for Fuels and related products and power-Petroleum grease, not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1973-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.3,120.6,122.8,127.9,132.6,156.3,197.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057602                     ,WDU057602                     ,"PPI Commodity data for Fuels and related products and power-Industrial oil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7,100.0,101.2,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760201                   ,WDU05760201                   ,"PPI Commodity data for Fuels and related products and power-Industrial oils, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.1,47.2,45.3,49.2,53.2,65.3,85.3,,100.0,101.6,102.1,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760202                   ,WDU05760202                   ,"PPI Commodity data for Fuels and related products and power-Process oil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.2,100.0,99.5,99.3,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760203                   ,WDU05760203                   ,"PPI Commodity data for Fuels and related products and power-Metalworking oil, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.5,100.0,99.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05760301                   ,WDU05760301                   ,"PPI Commodity data for Fuels and related products and power-Petroleum grease, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M12,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.9,52.7,53.6,55.9,57.9,68.3,86.1,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0577                       ,WDU0577                       ,"PPI Commodity data for Fuels and related products and power-Petroleum wax, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M04,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,32.6,36.3,41.2,51.0,62.1,79.1,91.2,100.0,94.1,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU057701                     ,WDU057701                     ,"PPI Commodity data for Fuels and related products and power-Petroleum wax, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,36.3,41.2,51.0,62.1,79.1,91.2,100.0,94.1,88.8,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU05770101                   ,WDU05770101                   ,"PPI Commodity data for Fuels and related products and power-E. of Rockies, refined, 122-149 ASTM, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,1974-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,19.3,19.3,19.3,18.8,17.6,17.4,17.4,17.4,18.0,18.0,18.0,18.0,18.0,18.0,,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU058101                     ,WDU058101                     ,"PPI Commodity data for Fuels and related products and power-Asphalt and other petroleum and coal products, n.e.c., not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5,77.1,63.7,66.4,65.0,67.3,63.6,58.8,66.4,65.8,69.8,70.2,71.8,68.0,64.8,83.4,76.8,76.4,82.6,83.6,95.6,137.7,136.2,217.8,181.3,335.7
