index,Index,Label,unit,start,last,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
CEU4422112016    ,CEU4422112016    ,44221120,16,2006-M03,2021-M10,100.0,103.8,113.5,137.2,141.5,142.8,145.3,144.2,146.5,146.9,148.0,151.8,149.9,152.0
CEU4422112017    ,CEU4422112017    ,44221120,17,2006-M03,2021-M10,100.0,109.5,120.2,147.4,155.7,163.0,168.4,169.7,179.3,187.7,196.5,203.4,201.5,209.4
CEU4422112056    ,CEU4422112056    ,44221120,56,2006-M03,2021-M10,6806.0,7067.0,7724.0,9336.0,9633.0,9720.0,9892.0,9815.0,9971.0,10000.0,10072.0,10331.0,10205.0,10348.0
CEU4422112057    ,CEU4422112057    ,44221120,57,2006-M03,2021-M10,207478.0,227129.0,249429.0,305807.0,322945.0,338214.0,349336.0,352037.0,371963.0,389518.0,407765.0,422058.0,418141.0,434542.0
CEU4422120002    ,CEU4422120002    ,44221200,2,2006-M03,2021-M10,40.1,40.0,40.5,40.9,40.6,40.8,41.5,41.9,42.2,41.5,41.3,39.8,42.3,42.7
CEU4422120003    ,CEU4422120003    ,44221200,3,2006-M03,2021-M10,29.24,33.63,34.75,31.49,32.74,33.1,34.37,34.54,35.68,35.7,35.58,39.86,42.16,45.26
CEU4422120011    ,CEU4422120011    ,44221200,11,2006-M03,2021-M10,1173.53,1346.49,1408.72,1286.32,1328.11,1350.57,1427.25,1445.79,1504.88,1481.76,1469.79,1588.06,1781.8,1933.28
CEU4422120012    ,CEU4422120012    ,44221200,12,2006-M03,2021-M10,565.99,625.39,656.63,589.9,590.43,588.24,612.67,610.72,634.92,617.38,599.62,632.42,696.95,746.99
CEU4422120013    ,CEU4422120013    ,44221200,13,2006-M03,2021-M10,14.1,15.62,16.2,14.44,14.56,14.42,14.75,14.59,15.05,14.87,14.52,15.87,16.49,17.49
CEU4422120016    ,CEU4422120016    ,44221200,16,2006-M03,2021-M10,100.0,99.7,102.3,102.4,101.7,103.3,106.7,108.8,110.6,108.9,107.6,101.6,108.0,108.4
CEU4422120017    ,CEU4422120017    ,44221200,17,2006-M03,2021-M10,100.0,114.7,121.6,110.3,113.9,117.0,125.5,128.5,135.0,132.9,130.9,138.5,155.8,167.8
CEU4422120056    ,CEU4422120056    ,44221200,56,2006-M03,2021-M10,4305.0,4293.0,4405.0,4408.0,4379.0,4447.0,4595.0,4684.0,4763.0,4686.0,4632.0,4374.0,4651.0,4666.0
CEU4422120057    ,CEU4422120057    ,44221200,57,2006-M03,2021-M10,125871.0,144366.0,153081.0,138794.0,143358.0,147213.0,157937.0,161772.0,169939.0,167278.0,164813.0,174342.0,196102.0,211179.0
CEU4422130002    ,CEU4422130002    ,44221300,2,2006-M03,2021-M10,40.8,38.6,37.6,38.9,40.0,40.7,40.2,40.7,41.1,40.6,40.0,40.2,39.7,39.8
CEU4422130003    ,CEU4422130003    ,44221300,3,2006-M03,2021-M10,20.61,23.39,25.02,25.27,26.12,25.79,25.78,26.56,29.1,30.44,29.59,29.85,31.03,31.87
CEU4422130011    ,CEU4422130011    ,44221300,11,2006-M03,2021-M10,841.2,903.31,941.42,983.43,1044.42,1050.21,1035.75,1082.06,1196.82,1237.44,1183.59,1198.61,1233.06,1267.01
CEU4422130012    ,CEU4422130012    ,44221300,12,2006-M03,2021-M10,405.71,419.55,438.81,451.0,464.31,457.42,444.61,457.07,504.95,515.58,482.86,477.33,482.31,489.55
CEU4422130013    ,CEU4422130013    ,44221300,13,2006-M03,2021-M10,9.94,10.86,11.66,11.59,11.61,11.23,11.07,11.22,12.28,12.68,12.07,11.89,12.14,12.31
CEU4422130016    ,CEU4422130016    ,44221300,16,2006-M03,2021-M10,100.0,93.5,89.9,92.2,93.4,97.8,96.4,99.1,101.6,101.2,102.3,105.9,107.1,104.3
CEU4422130017    ,CEU4422130017    ,44221300,17,2006-M03,2021-M10,100.0,106.1,109.1,113.0,118.3,122.4,120.6,127.7,143.5,149.4,146.9,153.4,161.2,161.4
CEU4422130056    ,CEU4422130056    ,44221300,56,2006-M03,2021-M10,1980.0,1851.0,1780.0,1825.0,1849.0,1937.0,1909.0,1963.0,2012.0,2003.0,2026.0,2097.0,2120.0,2066.0
CEU4422130057    ,CEU4422130057    ,44221300,57,2006-M03,2021-M10,40812.0,43291.0,44529.0,46107.0,48278.0,49955.0,49224.0,52119.0,58545.0,60985.0,59939.0,62587.0,65774.0,65864.0
