index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
WDU08220106                   ,WDU08220106                   ,"PPI Commodity data for Lumber and wood products-Other fabricated structural wood products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,107.6,111.1,112.8,117.2,117.6,118.7,120.1,129.0,128.7,131.0,170.3,186.3,203.0,197.6,202.8,194.5,213.3,203.0,186.7,182.6,194.2,,,,,,,,,
WDU0823                       ,WDU0823                       ,"PPI Commodity data for Lumber and wood products-Miscellaneous millwork products, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,103.8,107.0,111.6,116.1,120.1,123.7,126.5,131.8,137.8,145.2,148.6,152.7,155.2,156.0,158.3,160.1,161.9,162.8,166.8,173.1,183.0,190.8,196.8,,,,
WDU082301                     ,WDU082301                     ,"PPI Commodity data for Lumber and wood products-Miscellaneous millwork products, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,103.8,107.0,111.6,116.1,120.1,123.7,126.5,131.8,137.8,145.2,148.6,152.7,155.2,156.0,158.3,160.1,161.9,162.8,166.8,173.1,183.0,190.8,196.8,,,,
WDU08230199                   ,WDU08230199                   ,"PPI Commodity data for Lumber and wood products-Miscellaneous millwork and cork products, not seasonally adjusted, discontinued",Index base: 1984.06 = 100,1984-M06,2008-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,103.8,107.0,111.6,116.1,120.1,123.7,126.5,131.8,137.8,145.2,148.6,152.7,155.2,156.0,158.3,160.1,161.9,162.8,166.8,173.1,183.0,190.8,196.8,,,,
WDU083101                     ,WDU083101                     ,"PPI Commodity data for Lumber and wood products-Western, inland and other non-southern, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,49.3,40.1,44.7,54.6,69.2,66.8,71.9,86.8,103.0,114.9,116.5,110.2,111.2,100.0,109.0,107.9,107.8,110.0,111.4,113.0,129.4,125.5,126.8,153.0,178.4,185.2,192.5,180.3,183.2,180.1,214.0,179.5,172.8,170.5,203.8,,,,,,,,,
WDU08310101                   ,WDU08310101                   ,"PPI Commodity data for Lumber and wood products-Interior panel, 1/4 inch, grade A-D, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,119.7,152.1,130.3,150.1,157.1,143.6,143.5,138.1,142.1,130.4,118.8,120.0,127.5,110.6,107.0,102.7,107.1,104.2,103.9,109.2,100.0,133.6,140.3,116.4,131.2,158.6,201.8,227.3,238.3,263.1,295.2,349.0,365.2,346.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310102                   ,WDU08310102                   ,"PPI Commodity data for Lumber and wood products-Exterior panel, 3/8 inch, grade A-C, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,107.8,142.0,124.6,140.5,152.7,140.9,138.9,134.9,138.2,130.3,120.7,121.4,127.3,113.2,110.0,104.7,108.7,107.4,106.7,109.9,100.0,128.1,144.8,114.0,126.6,154.1,213.0,193.5,211.7,255.4,279.7,319.5,337.3,312.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310103                   ,WDU08310103                   ,"PPI Commodity data for Lumber and wood products-Interior sheathing, 5/8 inch, Standard, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1975-M13,109.8,138.2,120.0,148.7,156.5,137.2,145.2,142.2,150.1,133.7,118.0,118.2,125.4,113.4,110.8,108.6,108.8,103.7,104.8,99.8,100.0,126.4,132.8,109.5,120.9,161.9,184.3,177.7,193.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310105                   ,WDU08310105                   ,"PPI Commodity data for Lumber and wood products-Interior sheathing 1/2 inch, Standard, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1973-M13,,,,,,,,,,,,,,,,,,,,,,,,,,117.3,137.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310106                   ,WDU08310106                   ,"PPI Commodity data for Lumber and wood products-Interior sheathing 1/2"",Std. ext. glue, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,120.4,140.7,131.0,140.8,182.7,228.8,249.4,240.5,228.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310108                   ,WDU08310108                   ,"PPI Commodity data for Lumber and wood products-Interior panels, 3/4 inch, grade A-D, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,108.5,146.1,137.9,149.3,182.6,217.5,241.6,255.9,238.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310109                   ,WDU08310109                   ,"PPI Commodity data for Lumber and wood products-Exterior panel, 3/4 inch, grade A-C, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1979-M08,,,,,,,,,,,,,,,,,,,,,,,,,,110.9,147.3,135.8,147.0,180.2,212.1,234.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310111                   ,WDU08310111                   ,"PPI Commodity data for Lumber and wood products-Unsanded, cdx, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1995-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.1,100.0,112.9,113.0,111.6,116.4,111.6,113.7,128.7,127.7,130.2,164.9,187.1,197.0,,,,,,,,,,,,,,,,,,
WDU08310112                   ,WDU08310112                   ,"PPI Commodity data for Lumber and wood products-Unsanded, except cdx, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.7,108.9,123.7,118.4,119.4,144.6,168.5,175.0,178.3,167.5,168.5,162.1,194.4,167.1,158.1,156.2,192.5,,,,,,,,,
WDU08310115                   ,WDU08310115                   ,"PPI Commodity data for Lumber and wood products-A-C, exterior, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.1,100.0,107.9,106.4,108.5,108.9,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310116                   ,WDU08310116                   ,"PPI Commodity data for Lumber and wood products-Other sanded, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1986-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,,109.8,106.1,108.8,110.1,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310117                   ,WDU08310117                   ,"PPI Commodity data for Lumber and wood products-Sanded, including a-c, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.2,107.8,125.0,119.5,120.0,138.6,166.5,170.2,177.4,170.2,175.7,174.4,200.0,172.1,168.3,168.5,182.4,,,,,,,,,
WDU083102                     ,WDU083102                     ,"PPI Commodity data for Lumber and wood products-Southern, not seasonally adjusted, discontinued",Index base: 1982 = 100,1969-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,52.4,44.3,50.6,60.4,69.9,66.3,69.4,91.2,111.1,118.9,108.8,108.3,103.0,100.0,112.7,106.5,105.8,107.6,106.1,101.8,114.3,108.8,109.4,138.5,156.0,167.2,183.4,157.6,163.3,172.8,204.6,165.9,163.4,154.8,201.5,,,,,,,,,
WDU08310201                   ,WDU08310201                   ,"PPI Commodity data for Lumber and wood products-Cdx, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,100.0,113.4,107.9,107.3,108.5,106.9,101.3,112.4,107.9,108.3,138.7,154.8,167.2,184.7,158.8,163.8,174.1,204.5,166.8,164.2,155.8,203.1,,,,,,,,,
WDU08310203                   ,WDU08310203                   ,"PPI Commodity data for Lumber and wood products-Unsanded, except cdx, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,100.0,114.5,106.5,105.1,107.6,107.4,105.8,120.9,112.3,114.3,142.7,163.3,172.9,186.6,160.1,167.4,176.5,212.0,169.8,167.3,159.2,208.0,,,,,,,,,
WDU08310211                   ,WDU08310211                   ,"PPI Commodity data for Lumber and wood products-Sheathing, s.p., Standard 1/2 inch, not seasonally adjusted, discontinued",Index base: 1968.12 = 100,1969-M01,1980-M13,,,,,,,,,,,,,,,,,,,,,,,76.7,64.4,73.1,88.4,101.0,95.2,100.5,132.5,161.1,171.1,156.6,156.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310212                   ,WDU08310212                   ,"PPI Commodity data for Lumber and wood products-Sheathing, s.p., Standard 5/8 inch, not seasonally adjusted, discontinued",Index base: 1968.12 = 100,1969-M01,1980-M13,,,,,,,,,,,,,,,,,,,,,,,74.1,63.1,72.8,85.1,100.6,96.6,99.5,130.0,159.1,172.3,157.5,156.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08310221                   ,WDU08310221                   ,"PPI Commodity data for Lumber and wood products-Sanded, including a-c, not seasonally adjusted, discontinued",Index base: 1982 = 100,1984-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.1,103.5,104.9,108.7,104.6,122.8,118.5,115.6,138.9,158.7,166.8,182.6,154.5,162.6,163.7,201.2,160.4,158.9,145.3,182.4,,,,,,,,,
WDU08310301                   ,WDU08310301                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood-type products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.6,100.0,107.8,111.8,114.5,114.6,124.0,121.2,141.5,137.2,140.0,159.4,187.1,186.0,197.2,189.1,180.0,173.9,202.1,176.7,171.2,168.3,169.0,,,,,,,,,
WDU08310302                   ,WDU08310302                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5,93.1,,,,,,,
WDU0832                       ,WDU0832                       ,"PPI Commodity data for Lumber and wood products-Hardwood plywood and related products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2005-M13,54.7,57.1,50.2,54.7,59.8,54.6,58.4,54.1,55.4,56.5,56.0,56.3,57.3,58.1,57.3,55.3,55.0,55.7,55.5,56.0,55.2,55.5,57.5,56.6,55.6,57.6,62.3,71.9,66.0,67.7,70.5,77.4,93.4,97.5,99.3,100.0,99.3,99.6,89.9,91.0,92.9,94.2,99.8,102.7,102.8,106.9,115.4,122.3,122.2,124.9,127.1,126.9,128.6,130.2,130.4,131.5,129.0,134.4,138.1,,,,,,,
WDU083201                     ,WDU083201                     ,"PPI Commodity data for Lumber and wood products-Hardwood plywood and related products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1985-M07,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.9,115.4,122.3,122.2,124.9,127.1,126.9,128.6,130.2,130.4,131.5,129.0,134.4,138.1,,,,,,,
WDU08320101                   ,WDU08320101                   ,"PPI Commodity data for Lumber and wood products-Gum, standard panel, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,1947-M01,1970-M13,46.2,48.2,39.6,43.4,47.8,41.7,45.1,41.1,42.2,43.7,44.2,44.7,45.8,46.6,46.8,46.6,46.7,47.1,47.1,47.3,48.4,48.7,49.3,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08320102                   ,WDU08320102                   ,"PPI Commodity data for Lumber and wood products-Birch,Standard panel, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M06,53.6,55.9,55.1,59.7,64.3,63.2,66.6,63.1,64.1,64.1,61.8,61.9,62.1,62.6,61.3,58.3,57.7,58.5,58.3,58.8,57.5,57.8,60.1,59.1,57.9,59.9,65.4,73.6,,,70.5,77.4,93.3,98.0,99.5,100.0,98.6,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08320103                   ,WDU08320103                   ,"PPI Commodity data for Lumber and wood products-Hardwood plywood, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.7,103.7,105.3,112.7,116.4,116.3,118.6,128.9,136.5,135.0,139.2,142.4,141.6,144.0,145.4,144.6,143.7,140.3,148.1,152.7,,,,,,,
WDU08320105                   ,WDU08320105                   ,"PPI Commodity data for Lumber and wood products-Hardwood plywood products, incl. reinforced panels, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,101.8,103.0,103.8,104.7,105.6,120.4,125.7,133.8,139.7,140.1,141.3,141.8,142.9,145.3,147.6,152.0,152.4,154.6,159.1,,,,,,,
WDU0833                       ,WDU0833                       ,"PPI Commodity data for Lumber and wood products-Softwood veneer, incl veneer backed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1971-M12,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,61.1,75.8,80.6,75.2,96.6,106.8,126.8,135.7,126.0,118.9,100.0,103.1,103.3,100.1,105.9,108.4,117.3,142.1,142.3,138.5,168.3,216.0,207.8,203.5,189.3,201.7,180.1,197.4,182.2,175.5,172.8,184.1,209.5,206.2,,,,,,,
WDU083301                     ,WDU083301                     ,"PPI Commodity data for Lumber and wood products-Softwood veneer, incl veneer backed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1991-M07,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.3,216.0,207.8,203.5,189.3,201.7,180.1,197.4,182.2,175.5,172.8,184.1,209.5,206.2,,,,,,,
WDU08330101                   ,WDU08330101                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood veneer 1/10"" AB, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,111.7,152.0,183.3,190.1,186.7,184.3,229.1,280.8,265.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08330102                   ,WDU08330102                   ,"PPI Commodity data for Lumber and wood products-Softwood veneer, incl veneer backed, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.2,90.7,,,,,,,
WDU08330105                   ,WDU08330105                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood veneer 1/10"" CD, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,114.2,139.8,144.1,130.0,182.7,210.8,245.9,250.7,231.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08330106                   ,WDU08330106                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood veneer 1/8"", not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,113.7,140.5,145.6,133.4,187.3,211.9,249.5,255.0,236.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08330107                   ,WDU08330107                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood veneer 3/16"" CD, not seasonally adjusted, discontinued",Index base: 1971.12 = 100,1971-M12,1980-M13,,,,,,,,,,,,,,,,,,,,,,,,,,114.5,131.3,133.8,120.5,167.5,193.6,226.5,230.7,212.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08330111                   ,WDU08330111                   ,"PPI Commodity data for Lumber and wood products-Softwood plywood veneer, ex. reinforced or backed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.9,100.0,103.1,,,,,,,,,168.3,216.0,207.8,203.5,189.3,201.7,180.1,197.4,182.2,175.5,172.8,184.1,,,,,,,,,
WDU0834                       ,WDU0834                       ,"PPI Commodity data for Lumber and wood products-Hardwood plywood veneer, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,100.5,105.2,108.2,114.2,108.9,112.2,119.0,128.1,134.6,132.5,136.0,135.7,133.2,136.7,137.8,135.5,130.3,,134.6,,,,,,,
WDU083401                     ,WDU083401                     ,"PPI Commodity data for Lumber and wood products-Hardwood plywood veneer, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.2,119.0,128.1,134.6,132.5,136.0,135.7,133.2,136.7,137.8,135.5,130.3,,134.6,,,,,,,
WDU08340101                   ,WDU08340101                   ,"PPI Commodity data for Lumber and wood products-Hardwood plywood veneer, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2005-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3,100.5,105.2,108.2,114.2,108.9,112.2,119.0,128.1,134.6,132.5,136.0,135.7,133.2,136.7,137.8,135.5,130.3,,134.6,,,,,,,
WDU08350101                   ,WDU08350101                   ,"PPI Commodity data for Lumber and wood products-Hardwood veneer and plywood, not seasonally adjusted, discontinued",Index base: 2005.12 = 100,2005-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,102.4,103.8,103.1,103.6,103.9,
WDU08350103                   ,WDU08350103                   ,"PPI Commodity data for Lumber and wood products-Hardwood plywood, except prefinished hardwood plywood, not seasonally adjusted, discontinued",Index base: 2011.12 = 100,2011-M12,2012-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5
WDU08410102                   ,WDU08410102                   ,"PPI Commodity data for Lumber and wood products-Wood skids, wood and metal combination pallets and pallet containers, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.6,104.4,
WDU08410111                   ,WDU08410111                   ,"PPI Commodity data for Lumber and wood products-Wood pallets and skids, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,2009-M13,,,,,,,,,,,,,,,,,,,,,55.3,57.3,62.0,63.6,62.5,65.0,82.6,90.1,77.2,72.4,82.0,103.2,115.2,110.9,105.1,100.0,101.9,112.0,115.7,116.4,117.0,118.9,125.0,127.6,129.0,138.7,163.1,170.7,169.7,166.8,172.2,178.3,178.4,178.5,179.5,174.7,179.0,186.6,196.3,204.1,199.5,202.0,199.1,,,
WDU08420122                   ,WDU08420122                   ,"PPI Commodity data for Lumber and wood products-Wirebound, fruit and vegetable, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,38.6,39.5,41.6,42.6,45.3,50.9,61.9,65.2,65.8,69.0,75.6,85.1,92.8,99.6,100.0,102.2,103.3,104.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08420123                   ,WDU08420123                   ,"PPI Commodity data for Lumber and wood products-Wirebound, industrial, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M01,1985-M13,,,,,,,,,,,,,,,,,,,,,,33.2,35.0,37.2,38.8,40.5,48.3,57.5,58.9,60.4,64.6,73.4,83.4,90.8,97.8,100.0,100.1,101.4,103.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08420124                   ,WDU08420124                   ,"PPI Commodity data for Lumber and wood products-Wirebound boxes, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,101.0,104.1,107.1,110.4,114.0,119.2,127.2,133.8,141.4,147.1,149.1,152.2,152.5,155.3,156.2,156.6,158.8,,,,,,,,,
WDU08420125                   ,WDU08420125                   ,"PPI Commodity data for Lumber and wood products-Veneer and plywood containers, except boxes & crates, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6,103.2,107.1,115.2,125.6,134.6,140.1,152.9,153.8,183.2,189.4,199.1,200.9,203.8,212.8,216.2,216.8,221.7,,,,,,,,,
WDU08420126                   ,WDU08420126                   ,"PPI Commodity data for Lumber and wood products-Slack and tight cooperage, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,100.7,101.8,123.0,135.3,143.8,145.8,144.5,144.1,148.4,160.3,163.5,163.8,169.4,176.7,172.1,174.0,175.8,,,,,,,,,
WDU084901                     ,WDU084901                     ,"PPI Commodity data for Lumber and wood products-Sawn wood fence stock, wood lat, and contract resaw, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,100.0,93.9,93.2,92.9,,98.4,102.4,108.3,108.6,113.7,118.2,122.4,122.1,132.6,104.2,102.5,111.3,103.3,101.5,101.0,97.6,99.3,,,,,,,,,
WDU08490101                   ,WDU08490101                   ,"PPI Commodity data for Lumber and wood products-Wood chips, except field chips, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,100.0,91.8,90.4,89.8,88.1,89.2,91.4,97.6,97.5,102.3,104.5,108.0,107.4,118.5,90.8,88.5,97.1,89.5,87.9,87.2,83.9,85.3,,,,,,,,,
WDU08490102                   ,WDU08490102                   ,"PPI Commodity data for Lumber and wood products-Railway and mine ties, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,101.5,113.1,117.2,111.3,111.1,112.6,113.6,113.8,116.6,118.3,141.2,148.8,150.4,159.7,170.3,173.1,165.5,161.5,160.7,167.2,180.0,,,,,,,,,
WDU08490103                   ,WDU08490103                   ,"PPI Commodity data for Lumber and wood products-Misc. sawmill products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1995-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.2,100.0,,,100.2,99.5,99.3,102.3,103.1,103.6,113.2,124.5,132.5,137.6,,,,,,,,,,,,,,,,,,
WDU08490104                   ,WDU08490104                   ,"PPI Commodity data for Lumber and wood products-Misc. planning mill products, not seasonally adjusted, discontinued",Index base: 1982 = 100,1987-M01,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3,,,,,,,,,,,,,,,,,,,,,,,,,
WDU08490105                   ,WDU08490105                   ,"PPI Commodity data for Lumber and wood products-Shingles, shakes, cooperage stock and excelsior, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1985-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.5,125.4,150.8,150.6,155.9,161.8,198.0,200.5,198.6,204.6,205.8,223.8,220.6,217.3,216.0,220.4,222.1,221.9,,,,,,,,,
WDU08490109                   ,WDU08490109                   ,"PPI Commodity data for Lumber and wood products-Other sawmill/planning mill products, not seasonally adjusted, discontinued",Index base: 1995.06 = 100,1995-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.8,102.2,104.3,105.3,107.0,106.6,105.6,106.9,,,,,,,,,
WDU084902                     ,WDU084902                     ,"PPI Commodity data for Lumber and wood products-Mfg of lumber owned by others (contract wk), not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.7,104.2,104.5,108.2,114.0,114.0,114.0,118.9,120.1,120.6,119.3,119.8,121.9,125.3,128.8,131.4,,,,,,,,,
WDU08490201                   ,WDU08490201                   ,"PPI Commodity data for Lumber and wood products-Contract or custom work, not seasonally adjusted, discontinued",Index base: 1986.12 = 100,1986-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.7,101.7,104.2,104.5,108.2,114.0,114.0,114.0,118.9,120.1,120.6,119.3,119.8,121.9,125.3,128.8,131.4,,,,,,,,,
WDU085101                     ,WDU085101                     ,"PPI Commodity data for Lumber and wood products-Softwood logs, bolts and timber, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2011-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,96.9,97.4,96.2,91.8,104.8,125.9,144.6,158.6,159.8,188.5,251.2,258.2,258.6,241.6,250.4,239.3,241.5,239.9,216.6,215.7,211.1,224.3,232.2,226.1,215.8,197.7,177.0,220.2,,
WDU08510101                   ,WDU08510101                   ,"PPI Commodity data for Lumber and wood products-Douglas fir logs, bolts and timber, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,97.2,92.4,87.8,90.6,106.0,129.4,155.1,170.3,171.1,219.1,288.7,301.6,313.9,305.6,295.0,252.3,272.2,266.5,247.6,236.2,233.8,,,,,,,,,
WDU08510102                   ,WDU08510102                   ,"PPI Commodity data for Lumber and wood products-Other softwood logs and bolts, not seasonally adjusted, discontinued",Index base: 1982 = 100,1981-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,96.7,100.0,100.4,92.4,104.1,123.7,137.7,150.9,152.4,169.3,227.6,231.1,224.4,202.5,219.8,223.6,217.6,217.9,193.5,197.6,192.2,,,,,,,,,
WDU08510103                   ,WDU08510103                   ,"PPI Commodity data for Lumber and wood products-Softwood logs, bolts and timber, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,108.3,105.5,100.7,92.2,82.6,102.7,,
