index,Index,Label,unit,start,last,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
WDU0436                       ,WDU0436                       ,"PPI Commodity data for Hides, skins, leather, and related products-Infants', babies' ftwear. (size 1-8), not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,100.0,102.0,105.1,106.1,106.5,107.5,117.5,122.6,127.4,130.8,137.3,140.1,143.0,149.6,153.3,155.5,156.4,156.8,157.8,159.5,160.2,,,,,,,,,
WDU043601                     ,WDU043601                     ,"PPI Commodity data for Hides, skins, leather, and related products-Infants', babies' footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.8,100.0,102.0,105.1,106.1,106.5,107.5,117.5,122.6,127.4,130.8,137.3,140.1,143.0,149.6,153.3,155.5,156.4,156.8,157.8,159.5,160.2,,,,,,,,,
WDU04360101                   ,WDU04360101                   ,"PPI Commodity data for Hides, skins, leather, and related products-Infants' and babies' footwear, not seasonally adjusted, discontinued",Index base: 1993.12 = 100,1993-M12,2002-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.5,106.1,108.7,110.3,110.9,111.2,111.9,113.2,113.7,,,,,,,,,
WDU04360159                   ,WDU04360159                   ,"PPI Commodity data for Hides, skins, leather, and related products-Infants' and babies' leather upper footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6,100.0,101.3,106.4,108.4,109.2,110.3,120.3,126.3,132.5,136.7,144.7,148.3,,,,,,,,,,,,,,,,,,
WDU04360161                   ,WDU04360161                   ,"PPI Commodity data for Hides, skins, leather, and related products-Infants' and babies' non-leather upper footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1993-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6,117.9,118.5,119.9,119.9,,,,,,,,,,,,,,,,,,
WDU0437                       ,WDU0437                       ,"PPI Commodity data for Hides, skins, leather, and related products-Athletic footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1999-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,100.0,99.5,,,105.1,108.2,110.1,122.0,124.1,,,,128.6,128.2,128.0,128.3,130.5,,,,,,,,,,,,,
WDU043701                     ,WDU043701                     ,"PPI Commodity data for Hides, skins, leather, and related products-Athletic footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1999-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,100.0,99.5,101.6,103.8,105.2,108.2,110.1,122.0,124.1,,,,128.6,128.2,128.0,128.3,130.5,,,,,,,,,,,,,
WDU04370101                   ,WDU04370101                   ,"PPI Commodity data for Hides, skins, leather, and related products-Athletic footwear, not seasonally adjusted, discontinued",Index base: 1993.12 = 100,1993-M12,1999-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,99.7,99.6,99.8,101.5,,,,,,,,,,,,,
WDU04370165                   ,WDU04370165                   ,"PPI Commodity data for Hides, skins, leather, and related products-Athletic footwear designed for sports, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1988-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.1,,99.1,102.6,105.8,,112.6,,,,,,,,,,,,,,,,,,,,,,,,
WDU0438                       ,WDU0438                       ,"PPI Commodity data for Hides, skins, leather, and related products-Other footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1998-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,100.0,101.3,103.0,104.7,106.1,,,,,122.9,126.6,127.2,128.4,138.3,140.3,142.3,,,,,,,,,,,,,,
WDU043801                     ,WDU043801                     ,"PPI Commodity data for Hides, skins, leather, and related products-Other footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1998-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,100.0,101.3,103.0,104.7,106.1,107.7,115.1,124.2,121.7,122.9,126.6,127.2,128.4,138.3,140.3,142.3,,,,,,,,,,,,,,
WDU04380169                   ,WDU04380169                   ,"PPI Commodity data for Hides, skins, leather, and related products-All other footwear, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M06,1988-M09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.6,100.0,101.3,103.0,104.7,106.1,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04390101                   ,WDU04390101                   ,"PPI Commodity data for Hides, skins, leather, and related products-All other footwear, not seasonally adjusted, discontinued",Index base: 2002.12 = 100,2002-M12,2009-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,98.0,98.4,99.2,100.3,103.4,105.7,,
WDU04390102                   ,WDU04390102                   ,"PPI Commodity data for Hides, skins, leather, and related products-All other footwear, excluding slippers, not seasonally adjusted, discontinued",Index base: 2009.12 = 100,2009-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.3,102.3
WDU04410111                   ,WDU04410111                   ,"PPI Commodity data for Hides, skins, leather, and related products-Week-end case, women's, nonleather, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1984-M11,36.7,37.1,35.4,36.6,40.4,39.5,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,38.7,38.3,38.6,38.3,38.5,40.7,42.4,42.3,44.4,45.5,46.5,48.4,50.0,56.9,61.5,66.2,71.8,75.9,79.5,84.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04410113                   ,WDU04410113                   ,"PPI Commodity data for Hides, skins, leather, and related products-Luggage other than hand luggage, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,2006-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.4,104.6,107.6,111.8,117.7,124.0,130.2,129.6,132.4,134.2,135.0,136.5,138.3,140.1,142.9,145.1,145.8,148.0,142.0,146.4,153.9,,,,,,
WDU04410121                   ,WDU04410121                   ,"PPI Commodity data for Hides, skins, leather, and related products-Briefcase,cowhide . . . . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1967-M13,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04410122                   ,WDU04410122                   ,"PPI Commodity data for Hides, skins, leather, and related products-Attache case, non-leather, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M01,1984-M08,,,,,,,,,,,,,,,,,,,,,,53.7,54.2,54.2,54.2,56.3,58.9,63.9,,,,85.8,90.1,97.4,100.2,100.0,103.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04410129                   ,WDU04410129                   ,"PPI Commodity data for Hides, skins, leather, and related products-Women's handbag, vinyl, not seasonally adjusted, discontinued",Index base: 1973.12 = 100,1974-M01,1977-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.6,101.3,104.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04410131                   ,WDU04410131                   ,"PPI Commodity data for Hides, skins, leather, and related products-Wallet, men's, leather, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1977-M06,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,92.8,94.9,97.9,,98.7,100.8,97.9,97.9,99.8,100.0,100.0,100.0,108.4,110.1,106.6,106.9,107.6,107.6,117.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU0442                       ,WDU0442                       ,"PPI Commodity data for Hides, skins, leather, and related products-Leather gloves and mittens, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M11,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,49.6,61.0,71.3,81.8,93.5,98.6,100.0,98.7,96.3,101.7,101.9,104.5,113.3,118.3,123.8,124.8,126.3,126.9,133.1,138.7,145.9,148.3,151.0,151.6,151.6,152.3,152.4,152.5,155.7,158.9,161.4,167.9,174.8,181.6,185.5,195.2
WDU044201                     ,WDU044201                     ,"PPI Commodity data for Hides, skins, leather, and related products-Leather gloves and mittens, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,49.6,61.0,71.3,81.8,93.5,98.6,100.0,98.7,96.3,101.7,101.9,104.5,113.3,118.3,123.8,124.8,126.3,126.9,133.1,138.7,145.9,148.3,151.0,151.6,151.6,152.3,152.4,152.5,155.7,158.9,161.4,167.9,174.8,181.6,185.5,195.2
WDU04420101                   ,WDU04420101                   ,"PPI Commodity data for Hides, skins, leather, and related products-Men's dress leather gloves, not seasonally adjusted, discontinued",Index base: 1982 = 100,1973-M11,1985-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4,42.3,45.5,49.6,61.0,71.3,81.8,93.5,98.6,100.0,98.7,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04420103                   ,WDU04420103                   ,"PPI Commodity data for Hides, skins, leather, and related products-All leather dress & semidress gloves and mittens, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,105.1,111.5,117.2,122.4,124.1,127.7,124.7,127.6,129.1,131.3,131.9,136.0,136.7,134.5,132.9,132.8,133.2,,,,,,,,
WDU04420104                   ,WDU04420104                   ,"PPI Commodity data for Hides, skins, leather, and related products-All leather work gloves and mittens, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,102.1,111.8,116.3,121.9,122.6,123.4,125.1,132.3,139.3,148.1,151.0,153.2,153.7,154.4,155.9,150.9,148.0,,,,,,,,
WDU04420105                   ,WDU04420105                   ,"PPI Commodity data for Hides, skins, leather, and related products-Leather gloves and mittens, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2011-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.2,104.3,105.9,110.2,114.7,119.2,121.8,128.1
WDU0443                       ,WDU0443                       ,"PPI Commodity data for Hides, skins, leather, and related products-Industrial leather, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,26.9,29.5,30.8,32.6,34.0,35.9,39.6,43.2,47.1,52.9,58.4,64.2,74.9,85.8,96.7,100.0,99.9,100.6,102.6,104.1,111.4,129.4,137.0,139.3,142.0,144.8,146.8,149.1,157.6,170.3,176.4,178.2,179.5,184.2,184.8,184.8,189.4,,,,,,,,
WDU044301                     ,WDU044301                     ,"PPI Commodity data for Hides, skins, leather, and related products-Industrial leather, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.1,52.9,58.4,64.2,74.9,85.8,96.7,100.0,99.9,100.6,102.6,104.1,111.5,129.4,137.0,139.3,142.0,144.8,146.8,149.1,157.6,170.3,176.4,178.2,179.5,184.2,184.8,184.8,189.4,,,,,,,,
WDU04430101                   ,WDU04430101                   ,"PPI Commodity data for Hides, skins, leather, and related products-Belting, industrial, not seasonally adjusted, discontinued",Index base: 1982 = 100,1967-M01,1979-M05,,,,,,,,,,,,,,,,,,,,,59.1,58.9,59.4,62.0,61.9,66.7,75.7,81.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04430102                   ,WDU04430102                   ,"PPI Commodity data for Hides, skins, leather, and related products-Oil and grease retainer, not seasonally adjusted, discontinued",Index base: 1982 = 100,1974-M03,1979-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3,36.7,41.4,46.9,54.6,68.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04430103                   ,WDU04430103                   ,"PPI Commodity data for Hides, skins, leather, and related products-Industrial leather belting/other industrial products, not seasonally adjusted, discontinued",Index base: 1985.06 = 100,1985-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8,109.0,126.5,133.8,136.1,138.7,141.5,143.4,145.7,154.0,166.4,172.4,174.1,175.4,180.0,180.6,180.6,185.1,,,,,,,,
WDU0444                       ,WDU0444                       ,"PPI Commodity data for Hides, skins, leather, and related products-Footwear cut stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,27.8,28.4,25.6,25.8,31.7,22.9,23.2,21.4,20.7,21.2,20.7,20.6,27.2,23.6,23.5,24.5,23.5,22.9,25.2,29.8,26.7,24.9,26.9,27.9,28.2,38.6,50.4,48.4,47.0,53.3,55.1,62.5,95.6,90.5,99.1,100.0,104.5,114.0,114.3,119.0,124.8,132.9,135.7,139.4,142.9,144.1,145.4,146.3,152.2,155.5,156.6,157.1,157.2,158.9,164.5,165.9,167.2,,,,,,,,
WDU044401                     ,WDU044401                     ,"PPI Commodity data for Hides, skins, leather, and related products-Footwear cut stock, not seasonally adjusted, discontinued",Index base: 1982 = 100,1975-M01,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,53.3,55.1,62.5,95.6,90.5,99.1,100.0,104.5,114.4,114.3,119.0,124.8,132.9,135.7,139.4,142.9,144.1,145.4,146.3,152.2,155.5,156.6,157.1,157.2,158.9,164.5,165.9,167.2,,,,,,,,
WDU04440101                   ,WDU04440101                   ,"PPI Commodity data for Hides, skins, leather, and related products-Cut soles, men's, not seasonally adjusted, discontinued",Index base: 1982 = 100,1948-M01,1984-M13,,24.5,23.7,23.5,27.6,19.7,20.5,18.2,18.1,18.7,18.2,18.1,23.8,20.9,20.5,21.9,20.5,20.0,22.3,25.8,22.6,20.5,22.8,,,,48.1,46.2,47.1,60.4,64.2,71.1,102.1,95.9,99.0,100.0,104.3,113.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU04440102                   ,WDU04440102                   ,"PPI Commodity data for Hides, skins, leather, and related products-Boot and shoe cut stock and findings, not seasonally adjusted, discontinued",Index base: 1984.12 = 100,1984-M12,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,103.6,108.6,115.6,118.1,121.3,124.3,125.4,126.5,127.3,132.4,135.3,136.2,136.7,136.7,138.3,143.1,144.3,145.5,,,,,,,,
WDU04440111                   ,WDU04440111                   ,"PPI Commodity data for Hides, skins, leather, and related products-Cut soles, womens, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1969-M13,30.7,31.3,26.4,27.0,34.6,25.3,25.0,23.8,22.6,22.8,22.5,22.4,29.5,25.3,25.6,26.3,25.4,24.9,27.1,31.7,29.6,28.0,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
