index,Index,Label,unit,start,last,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
WDU10170664                   ,WDU10170664                   ,"PPI Commodity data for Metals and metal products-Mechanical tubing, welded, stainless, not seasonally adjusted, discontinued",Index base: 1982 = 100,1963-M12,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,46.9,46.9,46.9,46.9,46.9,46.9,46.6,45.3,45.3,45.3,46.1,59.9,97.2,106.5,106.5,105.1,97.8,96.9,100.5,,,,,,,,,146.0,144.8,139.3,139.5,135.5,153.6,141.1,,,,,,,,,,,,,,,,,,,,,
WDU10170665                   ,WDU10170665                   ,"PPI Commodity data for Metals and metal products-Pressure tubing, stainless, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.5,115.5,118.4,124.7,127.9,163.3,,,,,,,,,,,,,,
WDU10170666                   ,WDU10170666                   ,"PPI Commodity data for Metals and metal products-Mechanical tubing, stainless, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.2,89.9,88.9,87.8,89.0,90.9,,,,,,,,,,,,,,
WDU10170669                   ,WDU10170669                   ,"PPI Commodity data for Metals and metal products-Other pipe and tubing, incl. std. pipe, stainless, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.3,110.8,109.8,98.2,97.1,131.8,151.2,136.4,121.6,114.0,108.8,107.1,141.8,132.8,119.3,113.9,110.4,120.9,108.7,100.9,86.6,,,,,,,,,,,,,,
WDU10170671                   ,WDU10170671                   ,"PPI Commodity data for Metals and metal products-Oil country tubular goods(OCTG), standard, line pipe, carbon, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2017-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.2,116.5,96.8,97.0,87.4,80.3,
WDU10170672                   ,WDU10170672                   ,"PPI Commodity data for Metals and metal products-Pressure, mechanical, structural and other steel pipe and tube, carbon, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.8,110.0,108.7,109.0,95.3,96.9,105.4
WDU10170701                   ,WDU10170701                   ,"PPI Commodity data for Metals and metal products-Cold rolled sheets and strip, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.4,138.8,160.8,181.5,184.3,139.6,173.2,,,,,,,
WDU10170702                   ,WDU10170702                   ,"PPI Commodity data for Metals and metal products-Cold rolled steel sheet and strip, carbon, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2015-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.2,110.4,,,,,
WDU10170711                   ,WDU10170711                   ,"PPI Commodity data for Metals and metal products-Sheets, c.r., carbon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,15.2,16.7,17.8,19.0,19.9,20.3,21.7,22.0,22.9,24.2,26.2,27.1,27.6,27.6,27.6,27.6,28.2,28.5,28.5,28.8,29.1,30.5,31.9,33.9,35.9,38.9,39.4,48.8,55.1,59.7,67.0,74.5,82.2,86.4,97.0,100.0,106.8,112.6,112.0,103.9,109.1,114.3,119.2,118.4,115.8,113.1,116.4,123.0,129.1,122.8,125.0,119.9,111.2,114.3,105.4,111.2,119.7,,,,,,,,,,,,,,
WDU10170715                   ,WDU10170715                   ,"PPI Commodity data for Metals and metal products-Strip, c.r., carbon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,13.1,14.5,15.6,16.3,18.1,18.9,21.0,22.0,23.1,25.4,27.0,27.9,28.3,28.3,27.7,27.5,28.0,28.3,28.3,28.4,28.7,29.9,31.2,33.5,35.1,38.2,38.5,49.3,56.7,60.4,66.2,71.9,79.5,85.4,97.0,100.0,104.1,111.3,111.3,111.3,114.1,122.5,116.7,111.8,110.2,108.7,112.8,118.6,123.2,116.6,118.1,114.6,107.7,109.3,106.9,118.5,124.5,,,,,,,,,,,,,,
WDU10170733                   ,WDU10170733                   ,"PPI Commodity data for Metals and metal products-Sheets and strip, c.r., alloy, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.8,107.9,108.9,107.5,105.9,109.8,112.7,112.8,113.7,112.9,116.4,119.5,122.7,119.1,123.3,120.1,111.8,120.6,113.5,120.6,123.8,,,,,,,,,,,,,,
WDU10170751                   ,WDU10170751                   ,"PPI Commodity data for Metals and metal products-Sheets, c.r., stainless, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,1997-M06,,,,,,,,,,,,,,,,41.8,43.5,46.4,51.4,52.4,50.7,50.2,49.5,48.1,44.6,39.4,38.1,38.2,41.7,43.0,46.9,54.6,56.3,52.7,50.9,65.5,69.0,70.4,82.2,82.5,91.3,95.0,96.4,100.0,96.6,108.9,102.8,,,,,,152.3,151.2,152.6,151.5,169.6,151.9,,,,,,,,,,,,,,,,,,,,,
WDU10170753                   ,WDU10170753                   ,"PPI Commodity data for Metals and metal products-Sheet and strip, c.r., stainless, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.9,88.7,107.3,86.1,83.1,89.0,,,,,,,,,,,,,,
WDU10170755                   ,WDU10170755                   ,"PPI Commodity data for Metals and metal products-Strip, c.r., stainless, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1997-M06,,,,,,,,,28.0,29.3,31.4,32.4,35.4,36.1,38.5,39.4,40.7,43.4,45.9,46.7,45.8,45.5,44.5,43.7,43.7,43.7,43.7,43.6,43.3,43.7,44.8,47.8,49.5,48.3,48.1,60.1,68.6,69.4,77.5,79.1,86.0,90.6,96.1,100.0,103.8,115.4,111.5,113.7,115.0,123.5,128.9,125.5,119.6,117.3,117.5,117.6,128.0,123.8,,,,,,,,,,,,,,,,,,,,,
WDU10170801                   ,WDU10170801                   ,"PPI Commodity data for Metals and metal products-Cold finished bars, not seasonally adjusted, discontinued",Index base: 2003.12 = 100,2003-M12,2010-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.7,137.9,141.7,145.0,168.5,131.2,151.5,,,,,,,
WDU10170802                   ,WDU10170802                   ,"PPI Commodity data for Metals and metal products-Cold finished steel bars and bar shapes, carbon, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.1,103.5,106.5,108.8,111.7,117.0
WDU10170803                   ,WDU10170803                   ,"PPI Commodity data for Metals and metal products-Cold finished steel bars and bar shapes, alloy, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.5,100.5,101.8,112.9,104.6,107.8,120.9
WDU10170804                   ,WDU10170804                   ,"PPI Commodity data for Metals and metal products-Cold finished steel bars and bar shapes, stainless, not seasonally adjusted, discontinued",Index base: 2010.12 = 100,2010-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,93.7,98.0,88.4,81.8,90.0
WDU10170811                   ,WDU10170811                   ,"PPI Commodity data for Metals and metal products-Bars, c.f., carbon, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,12.8,13.8,14.5,15.6,16.8,17.3,19.5,21.0,21.9,23.9,26.3,27.4,27.9,27.9,27.9,27.9,28.1,28.6,28.6,29.1,29.5,30.6,32.2,33.5,36.5,38.7,39.9,47.9,53.7,59.1,66.7,73.3,81.0,86.6,96.8,100.0,100.8,105.4,101.5,97.3,98.1,101.0,101.9,97.3,98.2,97.8,102.0,107.4,113.8,106.5,103.6,104.3,100.2,102.2,97.2,98.6,102.4,,,,,,,,,,,,,,
WDU10170831                   ,WDU10170831                   ,"PPI Commodity data for Metals and metal products-Bars, c.f., alloy, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,2003-M13,,,,,,,,,,,,,,,,20.5,21.6,23.3,25.0,25.7,25.9,25.9,25.9,25.9,26.1,26.4,26.8,27.4,28.0,29.1,30.5,32.2,34.8,36.6,37.5,45.1,51.3,57.4,65.8,73.3,81.5,91.0,98.6,100.0,92.9,93.0,89.4,86.0,85.8,86.9,88.1,83.6,83.6,84.3,85.7,,,,,83.8,80.6,83.3,79.5,84.8,87.9,,,,,,,,,,,,,,
WDU10170851                   ,WDU10170851                   ,"PPI Commodity data for Metals and metal products-Bars, C.F., stainless, not seasonally adjusted, discontinued",Index base: 1997.06 = 100,1997-M07,2003-M08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.8,94.7,104.5,99.7,100.6,,,,,,,,,,,,,,,
WDU10170852                   ,WDU10170852                   ,"PPI Commodity data for Metals and metal products-Bars, c.f., stainless, 300 series, not seasonally adjusted, discontinued",Index base: 1982 = 100,1954-M01,1997-M06,,,,,,,,,,,,,,,,23.4,24.5,26.4,29.4,30.0,30.9,30.9,30.9,30.9,30.9,30.9,32.1,32.6,34.9,36.4,40.2,45.5,47.0,43.3,43.1,51.4,57.8,63.6,68.7,71.8,79.1,92.4,99.1,100.0,99.6,108.5,108.6,105.2,101.5,119.1,121.2,96.9,97.1,93.7,89.2,84.1,96.8,98.4,,,,,,,,,,,,,,,,,,,,,
WDU10170853                   ,WDU10170853                   ,"PPI Commodity data for Metals and metal products-Bars, c.f., stainless, 400 series, not seasonally adjusted, discontinued",Index base: 1982 = 100,1977-M12,1982-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.6,80.4,92.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU101709                     ,WDU101709                     ,"PPI Commodity data for Metals and metal products-Rails, wheels, and track accessories, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1982-M06,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.3,101.4,97.6,97.7,106.1,109.2,111.5,113.1,112.8,115.7,117.7,121.4,125.9,,,,,,,,,,,,,,,,,,,,,
WDU10170999                   ,WDU10170999                   ,"PPI Commodity data for Metals and metal products-Rails, wheels, and track accrssories, not seasonally adjusted, discontinued",Index base: 1982.06 = 100,1991-M07,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.8,115.7,117.7,121.4,125.9,,,,,,,,,,,,,,,,,,,,,
WDU101711                     ,WDU101711                     ,"PPI Commodity data for Metals and metal products-Cold rolled products, electrical & coated, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1990-M01,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.2,106.1,100.2,99.3,101.5,102.8,99.2,,,,,,,,,,,,,,,,,,,,,
WDU10171199                   ,WDU10171199                   ,"PPI Commodity data for Metals and metal products-Cold rolled products, electrical & coated, not seasonally adjusted, discontinued",Index base: 1983.06 = 100,1990-M03,1997-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.2,99.3,101.5,102.8,99.2,,,,,,,,,,,,,,,,,,,,,
WDU102103                     ,WDU102103                     ,"PPI Commodity data for Metals and metal products-Lead and zinc ores, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1993-M01,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,93.5,103.1,109.4,138.6,107.0,111.8,118.8,89.2,,,,,,,,,,,,,,,,
WDU10210301                   ,WDU10210301                   ,"PPI Commodity data for Metals and metal products-Lead and zinc ores, not seasonally adjusted, discontinued",Index base: 1985.12 = 100,1993-M01,2002-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.2,93.5,103.1,109.4,138.6,107.0,111.8,118.8,89.2,,,,,,,,,,,,,,,,
WDU102104                     ,WDU102104                     ,"PPI Commodity data for Metals and metal products-Silver ores, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1984-M01,2010-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.9,65.0,84.5,86.3,68.9,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10210401                   ,WDU10210401                   ,"PPI Commodity data for Metals and metal products-Silver ores, not seasonally adjusted, discontinued",Index base: 1983.12 = 100,1983-M12,2010-M12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.3,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU102108                     ,WDU102108                     ,"PPI Commodity data for Metals and metal products-Uranium-radium-vanadium ores, not seasonally adjusted, discontinued",Index base: 1998.12 = 100,1985-M12,1991-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.3,505.8,423.0,240.8,229.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10210802                   ,WDU10210802                   ,"PPI Commodity data for Metals and metal products-Uranium concentrated and precipitates, not seasonally adjusted, discontinued",Index base: 1998.12 = 100,1985-M12,1987-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483.0,498.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU102111                     ,WDU102111                     ,"PPI Commodity data for Metals and metal products-Other nonferrous metal ores, not seasonally adjusted, discontinued",Index base: 1990.06 = 100,1990-M06,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.1,79.5,76.4,77.9,82.8,90.1,94.2,90.8,85.7,91.6,74.1,57.8,55.1,,,,,,,,,,,,,,
WDU10211101                   ,WDU10211101                   ,"PPI Commodity data for Metals and metal products-Other nonferrous metal ores, not seasonally adjusted, discontinued",Index base: 1990.06 = 100,1991-M07,2003-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.5,76.4,77.9,82.8,90.1,94.2,90.8,85.7,91.6,74.1,57.8,55.1,,,,,,,,,,,,,,
WDU10220101                   ,WDU10220101                   ,"PPI Commodity data for Metals and metal products-Aluminum primary, buyers, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,55.7,58.5,63.1,65.7,70.6,72.1,77.5,80.9,87.8,96.6,102.1,99.8,99.5,104.3,102.2,95.7,90.7,95.1,98.2,98.2,100.0,102.5,108.9,113.2,101.4,97.0,101.5,151.3,160.4,177.4,206.2,218.5,244.4,288.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220103                   ,WDU10220103                   ,"PPI Commodity data for Metals and metal products-Aluminum ingot,alloyed,no. 6063 . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1965-M01,1970-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,97.4,98.0,100.0,102.8,109.2,114.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220104                   ,WDU10220104                   ,"PPI Commodity data for Metals and metal products-Aluminum ingot,casting. . . . . . . . . . . . . . . . . . . ., not seasonally adjusted, discontinued",Index base: 1967 = 100,1967-M01,1970-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,102.4,108.2,113.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220105                   ,WDU10220105                   ,"PPI Commodity data for Metals and metal products-Cobalt, not seasonally adjusted, discontinued",Index base: 1967 = 100,1958-M01,1980-M13,,,,,,,,,,,,,,,,,,,,108.1,95.7,83.4,81.1,81.1,81.1,81.1,87.9,89.2,100.0,100.0,102.3,118.9,118.9,132.4,161.7,188.3,215.1,239.7,308.2,600.7,1329.0,1351.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220106                   ,WDU10220106                   ,"PPI Commodity data for Metals and metal products-Domestic copper cathode, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,54.2,56.8,49.7,55.0,62.4,62.4,73.8,76.2,95.0,106.5,77.1,66.8,79.1,82.7,77.1,78.9,78.9,82.2,90.1,91.6,100.0,107.0,121.2,147.9,132.7,130.1,150.5,196.5,163.4,175.3,168.1,,230.9,245.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220107                   ,WDU10220107                   ,"PPI Commodity data for Metals and metal products-Smelted copper, not seasonally adjusted, discontinued",Index base: 1987.12 = 100,1997-M03,2000-M11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.8,82.4,75.8,,,,,,,,,,,,,,,,,,
WDU10220108                   ,WDU10220108                   ,"PPI Commodity data for Metals and metal products-Copper powder, not seasonally adjusted, discontinued",Index base: 1967 = 100,1961-M01,1980-M13,,,,,,,,,,,,,,,,,,,,,,,74.4,75.6,75.6,82.5,94.2,113.7,100.0,114.1,133.0,138.8,117.6,115.7,153.1,193.4,142.3,156.3,160.3,167.9,213.5,237.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220109                   ,WDU10220109                   ,"PPI Commodity data for Metals and metal products-Aluminum paste pigment, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1985-M06,,,,,,,,,,,,,,,,,,,,,,,31.5,31.0,31.1,31.7,32.5,32.9,32.7,33.4,34.2,35.0,35.1,35.8,37.4,44.5,49.3,51.8,56.4,60.4,68.2,79.7,92.0,100.0,102.3,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220111                   ,WDU10220111                   ,"PPI Commodity data for Metals and metal products-Lead, pig, common, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,104.8,128.8,109.6,94.8,125.0,116.7,96.4,100.6,108.0,114.3,104.5,86.7,87.2,85.2,77.6,68.7,79.6,97.0,114.3,107.2,100.0,94.6,106.5,112.1,99.0,109.6,117.0,159.1,154.0,163.8,219.3,240.9,378.3,310.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220113                   ,WDU10220113                   ,"PPI Commodity data for Metals and metal products-Foreign copper, cathode, not seasonally adjusted, discontinued",Index base: 1968.12 = 100,1968-M13,1977-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,123.2,123.3,95.0,94.0,151.7,182.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220115                   ,WDU10220115                   ,"PPI Commodity data for Metals and metal products-Primary aluminum, except extrusion billet, not seasonally adjusted, discontinued",Index base: 1999.12 = 100,1999-M12,2008-M07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.5,95.4,90.3,94.5,114.4,124.5,157.9,160.8,,,,,,,,,,
WDU10220116                   ,WDU10220116                   ,"PPI Commodity data for Metals and metal products-Nickel, cathode sheets, not seasonally adjusted, discontinued",Index base: 1967 = 100,1947-M01,1980-M13,,,,,,,,,40.0,41.7,45.7,51.4,61.8,64.6,68.3,69.0,73.8,74.7,84.6,84.6,84.6,84.6,88.7,91.4,90.4,90.4,89.9,90.4,100.0,107.4,120.1,147.3,152.0,159.6,174.9,198.4,237.0,257.5,264.2,235.4,310.0,395.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220117                   ,WDU10220117                   ,"PPI Commodity data for Metals and metal products-Primary aluminum ingot, unalloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.6,100.0,104.6,109.2,106.5,101.3,111.7,147.2,144.9,123.7,106.2,98.9,92.4,115.0,152.0,126.1,133.5,118.9,112.1,,,,,,,,,,,,,,,,,,
WDU10220118                   ,WDU10220118                   ,"PPI Commodity data for Metals and metal products-Primary aluminum ingot, alloyed, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1988-M05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.8,100.0,103.7,108.6,105.2,107.7,117.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220119                   ,WDU10220119                   ,"PPI Commodity data for Metals and metal products-Primary aluminum, other types, except extrusion billet, not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,1999-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5,,94.9,,,,,,103.5,91.3,79.1,73.8,70.5,85.4,108.3,93.5,98.1,85.7,82.4,,,,,,,,,,,,,,,,,,
WDU10220121                   ,WDU10220121                   ,"PPI Commodity data for Metals and metal products-Aluminum extrusion ingot (billet), not seasonally adjusted, discontinued",Index base: 1982 = 100,1980-M12,2009-M06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.9,100.0,105.8,109.6,103.3,108.2,117.9,166.3,154.6,124.9,104.4,97.7,93.1,115.7,150.0,129.1,136.3,124.4,119.6,133.8,126.8,119.6,122.6,148.4,161.6,207.9,212.6,216.8,,,,,,,,,
WDU10220122                   ,WDU10220122                   ,"PPI Commodity data for Metals and metal products-Cobalt, not seasonally adjusted, discontinued",Index base: 1982 = 100,1958-M01,1990-M13,,,,,,,,,,,,,,,,,,,,15.2,13.5,11.8,11.4,11.4,11.4,11.4,12.4,12.6,14.1,14.1,14.4,16.8,16.8,18.7,22.8,26.5,30.3,33.8,43.4,84.7,187.3,190.5,,100.0,95.2,94.7,89.1,86.1,53.5,58.1,64.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220123                   ,WDU10220123                   ,"PPI Commodity data for Metals and metal products-Domestic copper cathode, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1996-M13,,,,,,,,,29.7,31.1,27.2,30.1,34.2,34.2,40.4,41.7,52.0,58.3,42.2,36.6,43.3,45.3,42.2,43.2,43.2,45.0,49.4,50.2,54.8,58.6,66.4,81.0,72.7,71.3,82.4,107.6,89.5,96.0,92.1,,126.5,134.7,113.9,100.0,105.9,92.7,91.9,92.4,112.8,167.1,188.3,176.4,155.6,152.6,128.7,157.3,201.1,157.4,,,,,,,,,,,,,,,,,,,,,
WDU10220124                   ,WDU10220124                   ,"PPI Commodity data for Metals and metal products-Copper powder, not seasonally adjusted, discontinued",Index base: 1982 = 100,1961-M01,1981-M07,,,,,,,,,,,,,,,,,,,,,,,35.9,36.5,36.5,39.8,45.4,54.8,48.2,55.0,64.1,66.9,56.7,55.8,73.8,93.3,68.6,75.4,77.3,81.0,103.0,114.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220125                   ,WDU10220125                   ,"PPI Commodity data for Metals and metal products-Foreign copper, cathode, not seasonally adjusted, discontinued",Index base: 1982 = 100,1968-M13,1977-M01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,92.8,92.9,71.6,70.8,114.3,137.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220126                   ,WDU10220126                   ,"PPI Commodity data for Metals and metal products-Tin, pig, grade A, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,13.0,16.5,16.5,16.0,21.2,20.0,15.9,15.4,15.8,16.9,16.1,15.9,17.0,16.9,18.9,19.1,19.5,26.3,29.6,27.4,25.6,24.7,27.3,29.1,27.9,29.6,38.2,66.0,56.7,59.9,84.7,101.2,121.4,132.8,110.5,100.0,103.1,98.2,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220127                   ,WDU10220127                   ,"PPI Commodity data for Metals and metal products-Lead, pig, common, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2003-M13,,,,,,,,,55.0,67.6,57.5,49.7,65.6,61.2,50.6,52.8,56.7,60.0,54.8,45.5,45.7,44.7,40.7,36.0,41.8,50.9,60.0,56.2,52.5,49.6,55.9,58.8,52.0,57.5,61.4,83.5,80.8,85.9,115.1,126.4,198.4,163.0,140.4,100.0,84.4,101.3,73.5,82.9,134.4,138.9,145.7,171.6,125.5,133.6,119.9,141.1,163.0,188.6,181.7,178.0,168.6,168.6,168.6,168.6,169.7,,,,,,,,,,,,,,
WDU10220128                   ,WDU10220128                   ,"PPI Commodity data for Metals and metal products-Nickel, cathode sheets, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,1985-M13,,,,,,,,,10.6,11.1,12.2,13.7,16.4,17.2,18.2,18.3,19.6,19.9,22.5,22.5,22.5,22.5,23.6,24.3,24.0,24.0,23.9,24.0,26.6,28.6,31.9,39.2,40.4,42.4,46.5,52.7,63.0,68.5,70.2,62.6,82.4,105.1,106.1,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDU10220132                   ,WDU10220132                   ,"PPI Commodity data for Metals and metal products-Zinc, slab, prime Western, not seasonally adjusted, discontinued",Index base: 1982 = 100,1947-M01,2002-M13,,,,,,,,,27.5,35.4,32.1,36.5,46.9,42.8,28.9,28.0,32.0,35.0,29.7,27.1,29.8,33.6,30.1,30.3,31.3,35.1,37.5,37.5,35.9,35.0,37.9,39.6,40.3,44.3,52.7,89.4,97.1,93.7,86.2,78.6,94.5,95.2,114.2,100.0,107.0,124.9,106.8,101.6,110.4,154.2,207.4,190.9,141.3,152.5,121.3,124.9,133.6,129.0,162.7,127.7,134.1,141.1,112.7,99.6,,,,,,,,,,,,,,,
